org_code,type,attendances,breaches,admissions
RF4,1,21096,3929,4644
RF4,2,560,1,0
RF4,other,3383,13,0
R1H,1,29522,7298,6780
R1H,2,594,0,0
R1H,other,11112,116,0
AD913,other,4435,1,0
RYX,other,18545,273,0
RQM,1,16931,2675,3671
RQM,other,7679,131,0
RJ6,1,6551,1483,2190
RJ6,other,3826,86,0
Y02696,other,1244,0,0
NX122,other,2777,0,0
RVR,1,12585,768,3414
RVR,2,383,0,1
RJ1,1,12254,1716,3216
RJ1,2,671,0,0
RJ1,other,2621,6,0
Y03082,other,3690,0,0
RQX,1,10278,642,1733
RY9,other,4668,0,0
RYJ,1,9996,3530,3274
RYJ,2,3472,14,13
RYJ,other,10846,217,0
RJZ,1,17326,5682,4487
RJZ,2,1914,3,0
RJZ,other,5066,275,0
RAX,1,9191,1417,1896
RAX,2,888,0,0
RJ2,1,18393,4254,5098
RJ2,other,5750,289,0
R1K,1,12163,5392,4705
R1K,other,17439,228,0
RP6,2,7183,46,28
RAT,other,4404,62,0
RAP,1,14918,3078,2657
Y02973,other,758,0,0
AF003,other,390,0,0
AF002,other,486,0,0
RAL,1,19157,3695,3816
RAL,other,3329,1,0
Y03047,other,1997,0,0
RJ7,1,12785,1537,3818
RJ7,other,1364,0,0
F84747,other,2491,0,0
RAS,1,5868,2777,1731
RAS,other,7993,23,0
Y03094,other,3212,0,0
E84068,other,3847,0,0
RKE,1,8238,1169,1307
RRV,1,11196,1565,2001
Y02147,other,10188,0,0
Y03201,other,2474,0,0
NL7,other,5021,0,0
RDD,1,11910,1316,2484
RC1,1,6147,614,1916
M85813,other,3324,0,0
RQ3,1,5297,368,985
RJF,1,5228,1190,1793
RJF,other,4045,0,7
RGT,1,9127,2262,3084
RGT,other,2957,0,26
RFS,1,6708,1247,1980
NQ108,other,2224,6,0
RDE,1,7272,2135,2555
Y03571,other,6132,16,0
RTG,1,11375,2504,3702
RTG,other,4664,39,26
RY8,other,4694,0,0
NNJ,other,1995,0,0
RWH,1,9048,1983,3408
RWH,other,4540,2,0
NAX,other,274,0,0
NQ106,other,508,0,0
RLT,1,6396,1119,1100
NTPAL,other,2257,0,0
NEH06,other,1494,0,0
RR1,1,18850,4047,5865
RR1,other,3275,38,1272
RY4,other,719,1,0
RQQ,1,3574,1007,740
RGQ,1,7206,692,2078
RGQ,other,394,0,146
RGP,1,6005,616,1296
RGP,other,124,0,0
RNQ,1,7469,1546,2584
C82038,other,317,0,0
RY5,other,13131,99,28
NJS05,other,3650,125,0
RC9,1,8572,171,2760
RC9,other,4206,0,0
C82009,other,384,0,0
NLO11,other,656,1,0
NLO09,other,617,6,0
RQ8,1,7412,1471,2475
RQ8,other,517,19,0
RD8,1,7931,1585,1336
RD8,other,5165,6,0
Y02652,other,4210,0,0
RM1,1,9632,2151,2533
RM1,other,770,0,0
Y02646,other,5198,0,0
RGN,1,8206,2454,2233
RGN,other,598,1,0
RNS,1,8679,1596,2568
RNS,2,875,4,0
NMH01,other,5609,0,0
NR3,other,5102,265,0
RX1,1,14569,3901,4212
RX1,2,1295,51,0
RX1,other,191,3,0
NLO10,other,3145,9,0
C82010,other,200,0,0
NLO12,other,327,0,0
Y02428,other,2405,0,0
RXK,1,13578,3319,3339
RXK,2,1945,5,28
RXK,other,2886,0,0
RK5,1,8466,722,2828
RK5,other,4194,31,9
RXW,1,9667,2523,2323
RXW,other,1812,0,0
R1D,2,400,0,0
R1D,other,1592,2,0
Y02615,other,5884,0,0
RJC,1,5226,393,1655
RJC,other,535,0,0
RAJ,1,8375,2252,2428
Y02961,other,4191,0,0
RNA,1,8720,1495,2687
RNA,other,7491,0,0
RQW,1,8432,2584,1616
RCX,1,4970,348,1907
RL4,1,10541,1591,2588
RL4,other,9089,83,0
RWD,1,12617,2837,3594
RRK,1,9449,2179,2882
RKB,1,11507,3100,3930
RKB,2,1655,21,83
RKB,other,2115,5,3
RWE,1,12221,4881,3942
RWE,2,1569,13,7
RWE,other,6538,79,275
RJE,1,14278,5110,4458
RJE,2,358,0,0
RJE,other,4640,23,0
RBK,1,6268,2093,1888
RBK,other,3714,6,0
ATQ02,other,3932,0,0
RWG,1,8117,2452,3012
RWG,other,3422,22,0
