org_code,type,attendances,breaches,admissions
RF4,1,16897,5087,4960
RF4,2,791,2,0
RF4,other,8264,30,0
R1H,1,27483,5934,8348
R1H,2,801,3,0
R1H,other,14262,68,0
AD913,other,4399,2,0
E84069,other,1846,0,0
RYX,other,18047,152,0
RQM,1,18987,1552,4252
RQM,other,8397,145,0
RJ6,1,6707,2624,2181
RJ6,other,11164,35,0
Y02696,other,963,0,0
RVR,1,12659,1415,3356
RVR,2,472,0,5
RVR,other,2025,0,0
RJ1,1,13910,2360,3747
RJ1,2,843,0,0
RJ1,other,2965,0,0
Y03082,other,3225,304,0
RQX,1,10392,516,1761
RY9,other,3853,0,0
RYJ,1,9865,2278,3359
RYJ,2,4006,8,12
RYJ,other,9605,43,0
RJZ,1,16157,5577,4548
RJZ,other,7231,541,0
Y02973,other,769,0,0
RAX,1,9667,1340,2404
RAX,2,1178,8,0
RJ2,1,13926,3176,4789
RJ2,other,11460,307,0
R1K,1,12797,3234,6137
R1K,other,17922,342,0
RP6,2,7709,74,23
RAT,other,4692,51,0
RAP,1,8683,1600,2848
RAP,2,437,0,0
RAP,other,6567,80,0
RAL,1,20486,3525,4384
RAL,other,3517,0,0
RJ7,1,13207,2122,4136
RJ7,other,1413,0,0
RAS,1,5982,2200,1948
RAS,other,7830,119,0
Y03094,other,3378,0,0
Y03218,other,3422,0,0
RRV,1,12294,1979,2029
Y02147,other,9502,147,0
RKE,1,9245,1061,1517
NL7,other,5786,0,0
8J094,other,2925,0,0
RDD,1,13182,651,3169
RC1,1,6328,643,1983
RC1,other,932,0,0
M85813,other,3226,0,0
RQ3,1,5793,1211,1266
RGT,1,10377,2204,3494
RGT,other,3178,0,19
RFS,1,5784,598,2149
RFS,other,1660,0,0
NQ108,other,2426,6,0
Y03571,other,6280,0,0
RY8,other,5200,2,0
NNJ,other,1675,5,0
RWH,1,9437,1294,3286
RWH,other,3978,2,0
RDE,1,15696,1524,4578
RDE,other,5492,6,180
Y03007,other,2598,0,0
NQ106,other,490,0,0
RLT,1,6940,1510,1274
NEH06,other,1725,0,0
RY4,other,913,0,0
RGP,1,5686,355,1427
RGP,other,580,3,0
RNQ,1,8048,1509,2744
C82038,other,167,0,0
RY5,other,9647,139,1
NJS05,other,4119,209,0
RC9,1,9322,317,3020
RC9,other,3735,0,0
C82009,other,328,0,0
NLO11,other,547,19,0
NLO09,other,468,11,0
RQ8,1,8498,1704,2158
RQ8,other,370,10,0
RD8,1,7090,922,1984
RD8,other,4455,10,0
RM1,1,9116,2241,2773
RM1,other,2341,126,0
RGN,1,12473,2033,3492
RGN,other,822,0,0
RNS,1,8802,1571,3059
RNS,2,1071,2,0
RNS,other,1316,0,0
NMH01,other,4968,0,0
NR3,other,4572,1,0
RX1,1,13026,4972,4113
RX1,2,1672,27,0
RX1,other,2924,90,0
NLO10,other,2110,65,0
C82010,other,347,0,0
NLO12,other,261,5,0
Y02428,other,1402,0,0
RXK,1,13262,3373,3316
RXK,2,1105,7,26
RXK,other,3135,0,0
RK5,1,8695,848,2910
RK5,other,4301,48,4
RXW,1,9166,3492,2546
RXW,other,1846,27,28
R1D,other,2031,4,0
C83023,other,578,0,0
Y02615,other,6058,0,0
RJC,1,5821,298,1857
RJC,other,639,0,0
RAJ,1,6929,1559,2419
RAJ,other,1678,38,368
Y02961,other,2775,0,0
RNA,1,9147,2467,2239
RNA,other,5585,6,0
RQW,1,9296,2540,2413
RCX,1,5640,1236,2160
RL4,1,11609,2005,2870
RL4,other,8479,176,0
RWD,1,12040,4858,3876
RWD,other,1705,0,0
RRK,1,30645,8120,11230
RRK,other,3125,60,1443
RKB,1,12660,1889,4617
RKB,2,2020,4,95
RKB,other,5798,92,0
RTG,1,17041,3735,5587
RTG,other,8774,8,131
RWE,1,20405,6016,5075
RWE,2,1771,62,8
RJE,1,14928,3023,5953
RJE,2,453,0,0
RJE,other,6216,10,0
RBK,1,6781,1729,2181
RBK,other,3376,5,0
ATQ02,other,3076,0,0
RWG,1,8683,2631,2986
RWG,other,4281,12,0
RGR,1,5583,328,2058
RGR,other,531,0,0
RWP,1,10227,3894,3119
RWP,other,5352,7,0
RLQ,1,4952,1447,1293
RLQ,other,346,0,0
REM,1,7439,2062,3523
REM,other,339,2,0
RCF,1,4731,362,1371
RCF,2,691,0,0
RCF,other,111,0,0
RBS,1,5773,359,1247
RFF,1,7969,204,2292
RXL,1,6190,2303,2424
RXL,other,10864,29,0
RMC,1,8910,1559,2243
RMC,other,941,1,15
RAE,1,10595,2938,2872
RAE,other,1294,11,109
NNF09,other,2132,9,0
RY2,other,11154,91,0
RWY,1,12240,1133,2970
RLN,1,8422,834,2854
RLN,2,1983,35,23
RLN,other,2883,8,0
RJR,1,5959,1009,1828
RJR,other,678,1,0
RXP,1,10858,1627,3798
RXP,other,6013,0,0
RP5,1,11538,995,3401
RP5,other,2521,1,414
Y01069,other,3051,0,0
Y01231,other,2199,1,0
RJN,1,3787,603,923
RJN,other,137,0,0
RXR,1,9660,2879,3615
RXR,other,5696,277,37
NNF94,other,2010,2,0
RR7,1,7787,602,1797
RR7,other,2355,0,0
NNFA7,other,1095,2,0
RCD,1,4215,319,1007
RCD,other,725,0,0
RWA,1,11495,2082,2837
RV9,other,561,0,0
RXN,1,4309,1809,2273
RXN,other,8181,584,438
RR8,1,17084,3396,4504
RR8,other,3494,2,0
REP,2,1053,13,97
R0A,1,21784,5073,6809
R0A,2,3657,32,156
R0A,other,9058,20,131
RW4,other,2638,0,0
RBT,1,5645,884,2383
RBT,other,1794,2,0
RXF,1,17221,3060,3950
RXF,other,3247,37,123
Y02532,other,1640,0,0
Y03645,other,385,0,0
RNL,1,7733,607,2171
RNL,other,1303,1,0
RVW,1,3791,319,1569
RVW,other,10108,8,605
RTV,other,9633,92,0
NLO01,other,4188,103,0
RJL,1,11851,1562,3217
RTF,1,8758,898,4417
RTF,other,8941,35,8
Y02572,other,692,0,0
Y02533,other,323,0,0
RW6,1,22439,5062,6250
RW6,other,9934,178,119
RT2,other,3435,0,0
AC008,other,998,0,0
RQ6,1,9120,2677,2576
RQ6,2,1962,8,31
RQ6,other,9574,0,0
RM3,1,8336,1279,2539
RM3,other,530,0,0
AXT02,other,3943,0,0
RCU,1,5191,160,775
RCU,other,217,0,0
RHQ,1,8921,2347,2841
RHQ,2,1111,0,0
RHQ,other,7785,0,0
NQT5F,other,1877,20,0
RTR,1,10578,534,2399
RTR,other,1696,0,7
RE9,1,5206,250,1279
RE9,other,579,3,0
RVY,1,7197,1059,2673
RVY,other,3101,28,0
RBN,1,9782,2713,4372
RWJ,1,7352,2448,2502
RWJ,other,888,6,101
RMP,1,7226,970,1770
RMP,other,5079,2,0
RTD,1,10379,727,2181
RTD,2,1975,37,19
RTD,other,8243,5,2
RFR,1,8313,931,1599
NNF76,other,3420,0,0
RTX,1,7853,1241,2070
RTX,2,50,0,0
RTX,other,1699,96,56
RWW,1,6574,1770,2252
RWW,other,2593,40,0
RY7,other,4143,5,0
RBL,1,7336,2587,2239
RBL,other,3115,1,0
AJN,other,548,0,0
RRF,1,7385,1546,2359
RRF,other,683,3,0
RCB,1,10062,1667,3858
RCB,other,6129,19,0
RTK,1,9011,1758,2175
NTV0B,other,3595,0,0
NQT10,other,3571,65,0
RWX,other,2131,0,0
Y04538,other,3144,0,0
RXH,1,13158,2788,3327
RXH,2,1180,43,25
Y02676,other,1499,5,0
RXQ,1,6741,1416,3564
RXQ,2,1234,0,1059
RXQ,other,5059,17,0
RN7,1,9339,1619,2712
RN7,other,1596,4,0
Y00751,other,4072,37,0
RVV,1,14582,3275,4392
RVV,other,3412,10,207
RXC,1,9853,881,3353
RXC,other,667,0,0
Y02816,other,1119,0,0
NDJ,other,1415,0,0
RDU,1,20451,2879,6198
RN5,1,9701,2266,2712
RN5,other,861,1,0
NDA57,other,570,11,0
