org_code,type,attendances,breaches,admissions
RF4,1,21289,2879,5060
RF4,2,813,22,0
RF4,other,2850,6,0
R1H,1,30210,5902,6943
R1H,2,807,11,0
R1H,other,11352,136,0
AD913,other,4381,2,0
RYX,other,19562,258,0
RQM,1,17414,2030,3597
RQM,other,7817,86,0
RJ6,1,6654,1322,2202
RJ6,other,3844,140,0
Y02696,other,1069,0,0
NX122,other,2147,0,0
RVR,1,12649,473,3360
RVR,2,544,5,7
RJ1,1,12385,2092,3181
RJ1,2,832,0,0
RJ1,other,2939,5,0
Y03082,other,4068,0,0
RQX,1,10300,635,1684
RY9,other,4676,0,0
RYJ,1,10020,2632,3270
RYJ,2,4274,68,12
RYJ,other,11156,190,0
RJZ,1,17810,4153,4477
RJZ,2,2122,1,0
RJZ,other,5027,186,0
RAX,1,9239,968,1839
RAX,2,1163,4,0
RJ2,1,18137,2993,4967
RJ2,other,6527,113,0
R1K,1,12137,4874,4659
R1K,other,16738,126,0
RP6,2,9020,281,11
RAT,other,5561,62,0
RAP,1,15077,2170,2564
Y02973,other,856,0,0
AF003,other,741,0,0
AF002,other,657,0,0
RAL,1,19072,3267,3872
RAL,other,3288,0,0
Y03047,other,1977,0,0
RJ7,1,13430,1667,3814
RJ7,other,1195,0,0
F84747,other,2541,0,0
RAS,1,5838,1889,2126
RAS,other,8448,59,0
Y03094,other,3125,0,0
E84068,other,3373,0,0
RKE,1,8528,990,1347
RRV,1,12059,1252,2182
Y02147,other,9912,0,0
Y03201,other,2414,0,0
NL7,other,5592,0,0
8J094,other,2644,0,0
RDD,1,11981,1075,2468
RC1,1,6402,306,2022
M85813,other,3110,0,0
RQ3,1,5732,173,920
RJF,1,5360,272,1870
RJF,other,4580,0,5
RGT,1,9567,766,3318
RGT,other,3439,2,16
RFS,1,6889,631,1996
NQ108,other,2410,4,0
RDE,1,7562,651,2597
RDE,other,4545,0,0
Y03571,other,6304,77,0
RTG,1,11780,1773,3745
RTG,other,4466,0,50
RY8,other,5316,0,0
NNJ,other,1710,3,0
RWH,1,9376,2290,3222
RWH,other,4832,0,0
NQ106,other,615,1,0
RLT,1,6726,799,1119
NTPAL,other,2159,0,0
NEH06,other,2116,0,0
RR1,1,19628,3654,6006
RR1,other,3528,53,1390
RY4,other,987,15,0
RQQ,1,3766,405,856
RGQ,1,7321,560,1998
RGQ,other,531,0,199
RGP,1,6301,318,1242
RGP,other,55,0,0
RNQ,1,7653,1546,2555
C82038,other,451,0,0
RY5,other,14325,142,18
NJS05,other,3886,80,0
RC9,1,8814,172,2650
RC9,other,4029,0,0
C82009,other,368,0,0
NLO11,other,575,1,0
NLO09,other,621,0,0
RQ8,1,8163,1371,2291
RQ8,other,428,7,0
RD8,1,7692,887,1468
RD8,other,4697,10,0
Y02652,other,3822,0,0
RM1,1,10075,1372,2612
RM1,other,971,0,0
RGN,1,7832,993,2406
RGN,other,828,0,0
RNS,1,9027,1336,3303
RNS,2,1104,6,0
NMH01,other,5502,0,0
NR3,other,5046,459,0
RX1,1,15446,3187,4076
RX1,2,1564,12,0
RX1,other,220,0,0
NLO10,other,2994,17,0
C82010,other,272,0,0
NLO12,other,309,1,0
Y02428,other,2300,0,0
RXK,1,14665,2828,3067
RXK,2,2087,39,14
RXK,other,2783,0,0
RK5,1,8842,599,2765
RK5,other,4169,26,7
RXW,1,10371,2217,2441
RXW,other,1673,0,0
R1D,other,1987,0,0
Y02615,other,5493,0,0
RJC,1,5572,198,1806
RJC,other,663,0,0
RAJ,1,8595,680,2314
Y02470,other,2009,0,0
Y02961,other,3329,0,0
RNA,1,9006,679,2425
RNA,other,6393,0,0
RQW,1,8737,1935,1835
RCX,1,5320,496,2049
RL4,1,11505,1651,2606
RL4,other,8651,104,0
RWD,1,13111,2737,3502
RRK,1,10032,1543,2818
RKB,1,11986,3213,4077
RKB,2,2081,47,95
RKB,other,2187,2,1
RWE,1,12697,3227,3758
RWE,2,1850,19,9
RWE,other,6073,69,286
RJE,1,15129,4019,4511
RJE,2,429,0,0
RJE,other,4774,91,0
RBK,1,6360,1986,1936
RBK,other,3809,1,0
ATQ02,other,4019,0,0
RWG,1,8042,2644,2701
RWG,other,4023,3,0
RGR,1,5887,419,2063
RWP,1,9976,2711,3201
RWP,other,5581,2,0
RLQ,1,4618,915,1185
RLQ,other,3060,0,0
REM,1,7186,1449,2718
REM,other,7197,0,0
RCF,1,5480,379,1078
RBS,1,5349,216,1130
RFF,1,7146,537,2143
RXL,1,7064,2208,2247
RXL,other,9520,8,0
RMC,1,8492,1563,2242
RMC,other,1072,1,7
RAE,1,11362,864,3045
NNF09,other,1635,2,0
RY2,other,8073,230,0
RWY,1,12967,337,2628
RW3,1,13272,2106,3890
RW3,2,3620,18,161
RW3,other,10219,28,148
RLN,1,7844,795,2650
RLN,2,2497,8,24
RLN,other,2729,2,0
RJR,1,6019,922,1541
RJR,other,598,5,0
RXP,1,10733,752,3387
RXP,other,10497,0,0
RNN,other,1781,50,0
RP5,1,11271,1035,3315
RP5,other,2715,0,388
RJN,1,3998,704,958
RJN,other,262,0,0
RXR,1,8923,2562,3054
RXR,other,7884,401,70
NNF28,other,88,0,0
RR7,1,7781,409,1670
RR7,other,2448,3,0
RCD,1,3975,135,988
RCD,other,895,0,0
RWA,1,11425,690,3329
RWA,other,1402,2,0
RV9,other,1621,0,0
RXN,1,5770,1793,1721
RXN,other,6424,208,326
Y01231,other,2559,0,0
RR8,1,18152,1844,5213
RR8,other,2100,0,0
Y02875,other,4280,0,0
RY1,other,2541,0,0
REP,2,1139,15,111
Y01069,other,3222,0,0
RBT,1,5708,205,1840
RBT,other,1649,0,0
RXF,1,20398,1515,5047
RNL,1,7821,1185,2055
RVW,1,5840,254,1650
RVW,other,1744,2,4
RTV,other,2011,0,0
NLO01,other,6745,192,0
RJL,1,11630,2006,2565
RJL,other,1497,1,3
RTF,1,8260,671,3975
RTF,other,8306,54,31
RW6,1,22930,4997,5328
RW6,other,4301,96,107
RT2,other,3463,0,0
AC008,other,1042,0,0
RQ6,1,7715,2040,2344
RQ6,2,1761,28,44
RQ6,other,10500,0,0
RM3,1,8898,1355,2637
AXT02,other,3173,0,0
RCU,1,5440,227,726
RHQ,1,9335,2094,2861
RHQ,2,1364,0,3
RHQ,other,6906,40,4
RTR,1,10362,558,1919
RTR,other,5164,0,16
RE9,1,5071,99,1228
RE9,other,669,1,0
RVY,1,6542,1384,1905
RVY,other,5161,6,0
RBN,1,8808,1757,3497
RBN,other,5611,54,0
RWJ,1,8174,1652,2699
RMP,1,7390,869,1708
RTD,1,10697,1131,2116
RTD,2,1997,40,15
RTD,other,4685,0,4
RFR,1,6515,1054,1671
RFR,other,4146,0,0
RM2,1,8420,685,2478
RTX,1,7121,1411,2019
RTX,other,1823,75,78
RWW,1,6890,953,2632
RWW,other,3827,39,0
RY7,other,4696,29,0
RBL,1,8068,1965,2546
RBL,other,2629,40,0
AJN,other,452,0,0
RRF,1,7741,936,1972
RCB,1,9036,1664,3543
RCB,other,6659,16,0
RTK,1,8355,1383,1982
RTK,other,1581,0,0
Y02688,other,3368,3,0
NQT10,other,3175,95,0
RWX,other,5523,0,0
Y04538,other,3280,1,0
RXH,1,12686,2158,3561
RXH,2,1177,1,25
NLW,other,4636,1,0
RXQ,1,7101,873,2891
RXQ,2,1318,0,542
RXQ,other,3611,15,0
Y00058,other,2315,12,0
NLT02,other,1194,0,0
RJ8,other,8522,15,1
RN7,1,8866,904,2514
RN7,other,1823,1,0
RBD,1,3607,69,1310
RBD,other,4019,2,0
RVV,1,12737,3548,3336
RVV,other,5216,13,466
RXC,1,9442,1822,2801
DD401,other,782,0,0
RDU,1,20403,1745,6054
R1J,other,5799,22,0
RTE,1,11503,2555,3464
RN3,1,6515,1826,2065
RN3,other,5725,89,0
RN5,1,9087,410,2428
RN5,other,1206,0,0
NDA57,other,751,1,0
R1F,1,3477,788,744
R1F,other,1523,0,0
RYY,other,6501,3,0
NR5,other,3682,1,0
RWF,1,11963,1448,3677
RWF,other,1996,7,0
RPA,1,10452,2351,2263
RVJ,1,7222,844,2324
RBZ,1,3521,661,1117
RBZ,other,3911,0,0
L83087,other,179,0,0
RNU,other,2955,106,0
RTH,1,11198,1676,3100
RTH,2,1797,0,61
NLX02,other,711,0,0
RK9,1,8345,1284,3008
RK9,2,250,0,0
RD3,1,5584,361,1692
RD3,other,1363,0,0
RHU,1,9418,2688,2921
RHU,2,897,3,0
RHU,other,2036,18,0
RPC,other,910,1,31
RHW,1,9380,594,3063
RHW,2,1495,5,5
REF,1,6059,1664,2489
REF,other,1521,25,26
RH8,1,8240,614,1849
RH8,other,712,0,0
RA2,1,5854,205,2017
RD1,1,6218,1379,2103
RD1,other,941,12,128
RNZ,1,3807,303,1062
RNZ,2,325,0,0
Y02666,other,1357,0,0
RH5,other,7026,40,0
RYF,other,1293,0,0
NTP11,other,3970,2,0
RW1,other,2296,19,9
NTPAD,other,4816,16,0
RTP,1,8344,412,2264
RDR,other,8981,388,0
RBA,1,5394,311,1773
AAH,other,203,0,0
RDZ,1,6326,428,1876
RDZ,2,1517,0,3
RA9,1,5933,503,2530
RA9,other,2804,0,0
RHM,1,8622,1012,3456
RHM,2,1564,35,11
RA7,1,9307,1869,2918
RA7,2,1947,16,12
RYR,1,11417,515,3199
RYR,other,965,4,0
RA3,1,4350,972,1007
NDA56,other,2686,21,0
G82071,other,2311,0,0
NDA55,other,3167,13,0
NLX24,other,1509,12,0
RA4,1,3963,62,1404
