org_code,type,attendances,breaches,admissions
RF4,1,17917,2694,4208
RF4,2,616,4,0
RF4,other,2673,20,0
R1H,1,25955,6186,5820
R1H,2,651,0,0
R1H,other,9882,172,0
AD913,other,3768,2,0
RYX,other,17023,144,0
RQM,1,14482,1942,3188
RQM,other,6680,91,0
RJ6,1,5761,1374,2021
RJ6,other,3202,21,0
Y02696,other,1016,0,0
NX122,other,2261,0,0
RVR,1,10654,534,3003
RVR,2,484,2,8
RJ1,1,10683,1471,2867
RJ1,2,700,0,0
RJ1,other,2634,5,0
Y03082,other,3459,0,0
RQX,1,8790,507,1498
RY9,other,4088,1,0
RYJ,1,8452,2565,2835
RYJ,2,3672,13,8
RYJ,other,9528,57,0
RJZ,1,15070,3754,4017
RJZ,2,1880,1,0
RJZ,other,4192,175,0
RAX,1,7677,1121,1646
RAX,2,915,0,0
RJ2,1,16054,3095,4397
RJ2,other,5012,0,0
R1K,1,10644,4616,4050
R1K,other,14585,109,0
RP6,2,7527,100,20
RAT,other,4539,35,0
RAP,1,13091,2314,2233
Y02973,other,757,0,0
AF003,other,425,0,0
AF002,other,545,0,0
RAL,1,16388,2485,3255
RAL,other,2831,0,0
Y03047,other,1797,0,0
RJ7,1,11454,1178,3429
RJ7,other,1065,0,0
F84747,other,2297,0,0
RAS,1,5179,2175,1697
RAS,other,7199,39,0
Y03094,other,2815,0,0
E84068,other,3141,0,0
RKE,1,7431,995,1181
RRV,1,10584,1144,1831
Y02147,other,8613,0,0
Y03201,other,2295,0,0
NL7,other,5061,0,0
8J094,other,2176,0,0
RDD,1,10152,847,2179
RC1,1,5530,444,1818
M85813,other,2983,0,0
RQ3,1,4586,183,837
RJF,1,4493,498,1698
RJF,other,3670,1,3
RGT,1,8094,2093,2787
RGT,other,2961,0,20
RFS,1,5840,703,1780
NQ108,other,1965,1,0
RDE,1,6371,779,2331
RDE,other,4320,0,0
Y03571,other,5635,30,0
RTG,1,9800,1367,3279
RTG,other,3725,6,46
RY8,other,4114,1,0
NNJ,other,1648,0,0
RWH,1,8079,1935,2856
RWH,other,3890,0,0
NAX,other,44,0,0
NQ106,other,493,0,0
RLT,1,5658,1015,948
NTPAL,other,1847,0,0
NEH06,other,1723,1,0
RR1,1,16808,3902,5165
RR1,other,3062,49,1244
RY4,other,794,1,0
RQQ,1,3353,765,703
RGQ,1,6478,723,1885
RGQ,other,373,0,156
RGP,1,5269,683,1159
RGP,other,90,0,0
RNQ,1,6587,1502,2195
C82038,other,331,0,0
RY5,other,12123,80,9
NJS05,other,3345,67,0
RC9,1,7677,199,2466
RC9,other,3285,0,0
C82009,other,261,0,0
NLO11,other,551,1,0
NLO09,other,500,1,0
RQ8,1,6980,838,2121
RQ8,other,264,15,0
RD8,1,6430,1181,1305
RD8,other,4121,23,0
Y02652,other,3543,0,0
RM1,1,8464,2061,2264
RM1,other,764,0,0
RGN,1,6853,1104,2107
RGN,other,673,0,0
RNS,1,7796,1899,2812
RNS,2,921,6,0
NMH01,other,5082,0,0
NR3,other,4548,307,0
RX1,1,13183,3028,3507
RX1,2,1413,22,0
RX1,other,171,0,0
NLO10,other,2676,23,0
C82010,other,220,0,0
NLO12,other,250,0,0
Y02428,other,2098,0,0
RXK,1,12951,3034,2869
RXK,2,1713,12,14
RXK,other,2520,0,0
RK5,1,7642,565,2372
RK5,other,3498,54,6
RXW,1,8779,2497,2195
RXW,other,1525,0,0
R1D,2,345,0,0
R1D,other,1585,0,0
Y02615,other,5005,0,0
RJC,1,4651,225,1571
RJC,other,545,0,0
RAJ,1,7328,1079,2123
Y02470,other,1878,0,0
Y02961,other,3314,0,0
RNA,1,7769,1064,2149
RNA,other,6072,0,0
RQW,1,7459,2395,1494
RCX,1,4553,433,1981
RL4,1,9797,1689,2276
RL4,other,8131,156,0
RWD,1,11196,2759,3123
RRK,1,8753,1654,2531
RKB,1,10339,2822,3448
RKB,2,1843,29,72
RKB,other,1835,4,0
RWE,1,10612,2793,3361
RWE,2,1606,26,3
RWE,other,5349,34,245
RJE,1,12948,3777,4000
RJE,2,377,0,0
RJE,other,4003,38,0
RBK,1,5593,1636,1693
RBK,other,3227,25,0
ATQ02,other,3578,0,0
RWG,1,7178,2324,2473
RWG,other,3218,1,0
RGR,1,5050,812,1860
