org_code,type,attendances,breaches,admissions
RF4,1,21482,3776,4962
RF4,2,782,1,0
RF4,other,2762,14,0
R1H,1,27698,5476,7139
R1H,2,917,1,0
R1H,other,13822,19,0
AD913,other,4624,3,0
RYX,other,19147,200,0
RQM,1,18024,1280,3829
RQM,other,8266,29,0
RJ6,1,6729,826,2417
RJ6,other,9560,17,0
Y02696,other,1082,0,0
RVR,1,12722,874,3405
RVR,2,452,2,13
RVR,other,691,0,0
RJ1,1,12615,1583,3306
RJ1,2,803,0,0
RJ1,other,3129,7,0
Y03082,other,4187,0,0
RQX,1,10560,507,1673
RY9,other,4892,1,0
RYJ,1,10197,3171,3322
RYJ,2,4018,55,6
RYJ,other,10676,116,0
RJZ,1,18331,4147,4387
RJZ,2,1774,9,0
RJZ,other,5332,216,0
RAX,1,9197,758,2115
RAX,2,1052,0,0
RJ2,1,18463,1758,4498
RJ2,other,5939,111,0
R1K,1,11624,3594,5298
R1K,other,16793,174,0
RP6,2,8311,43,12
RAT,other,5443,18,0
RAP,1,14874,1898,2767
Y02973,other,755,0,0
RAL,1,19285,2912,4135
RAL,other,3209,5,0
Y03047,other,1857,0,0
RJ7,1,13370,1779,3850
RJ7,other,1417,0,0
F84747,other,2513,0,0
RAS,1,5606,1546,2027
RAS,other,8282,21,0
Y03094,other,3168,0,0
E84068,other,3289,0,0
RRV,1,12039,1425,1743
Y02147,other,9708,0,0
Y03201,other,2430,0,0
RKE,1,8816,869,1493
NL7,other,5602,0,0
8J094,other,2843,0,0
RDD,1,12369,1216,2662
RC1,1,6246,480,1750
RC1,other,154,0,0
M85813,other,3403,0,0
RQ3,1,5518,506,1139
RJF,1,5586,1009,1938
RJF,other,4311,0,2
RGT,1,10195,1257,3335
RGT,other,3432,6,23
RFS,1,6969,306,2069
NQ108,other,2632,6,0
RDE,1,7777,1646,2333
RDE,other,4418,0,0
Y03571,other,6082,18,0
RTG,1,11180,1691,3503
RTG,other,4683,0,83
RY8,other,5550,1,0
NNJ,other,1868,10,0
RWH,1,4602,1193,1184
RWH,other,2145,11,0
Y03007,other,2657,0,0
NQ106,other,656,0,0
RLT,1,6867,704,1229
NEH06,other,1782,1,0
RR1,1,19974,5077,6290
RR1,other,3577,45,1257
RY4,other,909,0,0
RGQ,1,7211,507,1872
RGQ,other,809,0,157
RGP,1,6304,528,1386
RGP,other,366,6,0
RNQ,1,7217,1403,2461
C82038,other,286,0,0
RY5,other,13224,90,3
NJS05,other,4218,173,0
RC9,1,8595,176,2660
RC9,other,3598,0,0
C82009,other,323,0,0
NLO11,other,641,9,0
NLO09,other,607,2,0
RQ8,1,8567,627,2465
RQ8,other,215,0,0
RD8,1,7364,911,1490
RD8,other,4989,77,0
RM1,1,8805,1286,2761
RM1,other,2492,56,0
RGN,1,11896,2930,3200
RGN,other,780,0,1
RNS,1,9273,1381,2714
RNS,2,1014,2,0
NMH01,other,5887,0,0
NR3,other,4606,107,0
RX1,1,12709,2535,3846
RX1,2,1731,4,0
RX1,other,2929,16,0
NLO10,other,2884,16,0
C82010,other,246,0,0
NLO12,other,298,0,0
Y02428,other,2401,0,0
RXK,1,15212,2798,3163
RXK,2,1181,2,25
RXK,other,2736,0,0
RK5,1,8278,726,2545
RK5,other,4259,33,10
RXW,1,10764,2878,2254
R1D,other,2168,0,0
C83023,other,590,0,0
Y02615,other,5942,0,0
RJC,1,5987,529,1831
RJC,other,757,0,0
RAJ,1,8770,931,2474
Y02961,other,3003,0,0
RNA,1,9156,1378,2283
RNA,other,5134,42,0
RQW,1,8706,2762,1510
RCX,1,5437,335,2041
RL4,1,11436,1500,2694
RL4,other,8782,208,0
RWD,1,12182,2988,3825
RWD,other,1169,0,0
RRK,1,10348,2190,2977
RKB,1,12305,2817,4361
RKB,2,1892,22,128
RKB,other,6358,145,4
RWE,1,18587,3526,4314
RWE,2,1824,9,6
RJE,1,14081,4498,4568
RJE,2,428,0,0
RJE,other,6697,72,0
RBK,1,6639,1768,2234
RBK,other,3617,1,0
ATQ02,other,3720,0,0
RWG,1,8154,1962,2988
RWG,other,3768,16,0
RGR,1,6065,766,2205
RWP,1,10553,2908,3130
RWP,other,5486,5,0
RLQ,1,4740,1042,1184
RLQ,other,432,0,0
REM,1,7437,2243,2937
REM,other,6954,0,0
RCF,1,5547,326,1124
RBS,1,5494,303,1035
NNF70,other,425,0,0
RFF,1,7406,917,1943
RXL,1,6585,1657,2457
RXL,other,11540,4,0
RMC,1,8996,1194,2431
RMC,other,995,3,33
RAE,1,11688,2132,3103
NNF09,other,2337,4,0
RY2,other,7949,179,0
RWY,1,13058,761,3197
RLN,1,8253,967,2796
RLN,2,2237,13,30
RLN,other,2988,6,0
RJR,1,6101,973,2070
RJR,other,768,2,0
RXP,1,11314,784,3548
RXP,other,6501,0,0
RP5,1,11236,1030,3153
RP5,other,3085,0,567
RJN,1,4173,446,887
RJN,other,254,0,0
RXR,1,8801,2207,3343
RXR,other,9491,198,36
NNF94,other,291,0,0
RR7,1,7786,549,1808
RR7,other,2333,2,0
RCD,1,4251,187,990
RCD,other,792,0,0
NNF99,other,197,0,0
RWA,1,11675,1200,3257
RWA,other,977,1,0
RV9,other,636,0,0
RXN,1,5898,2009,2093
RXN,other,6842,265,377
Y01231,other,2267,0,0
RR8,1,17934,2988,4783
RR8,other,3135,13,0
RY1,other,2468,0,0
REP,2,1063,21,111
Y01069,other,3595,0,0
R0A,1,22392,3628,6836
R0A,2,3627,17,140
R0A,other,9725,18,138
RBT,1,5338,863,2069
RBT,other,2101,9,0
RXF,1,20447,3277,4075
RNL,1,7909,761,2084
RNL,other,1679,9,0
RVW,1,3883,259,1558
RVW,other,10064,8,523
RTV,other,1866,9,0
NLO01,other,6629,231,0
RJL,1,11376,1074,2865
RJL,other,1425,1,0
RTF,1,8513,877,4194
RTF,other,8503,19,21
Y02572,other,853,0,0
RW6,1,24575,3768,6427
RW6,other,9127,95,115
RT2,other,3133,0,0
AC008,other,971,0,0
RQ6,1,8190,2034,2633
RQ6,2,2073,11,39
RQ6,other,11121,0,0
RM3,1,8810,1203,3035
RM3,other,543,0,0
AXT02,other,3610,0,0
RCU,1,5275,192,778
RCU,other,134,0,0
RHQ,1,9116,1841,3057
RHQ,2,1240,0,0
RHQ,other,8056,0,2
NQT5F,other,2027,6,0
RTR,1,10707,234,2215
RTR,other,1982,0,8
RE9,1,5327,209,1276
RE9,other,727,1,0
RVY,1,6918,1536,1859
RVY,other,3764,8,0
RBN,1,9996,1787,4082
RBN,other,5607,65,0
RWJ,1,8365,1163,2731
RMP,1,7620,977,1829
RMP,other,5291,0,0
RTD,1,11639,821,2259
RTD,2,1941,19,30
RTD,other,4782,0,8
RFR,1,8207,1190,1475
NNF76,other,3622,0,0
RTX,1,7623,893,2082
RTX,2,140,2,0
RTX,other,2277,60,81
RWW,1,7093,1141,2369
RWW,other,4100,38,0
RY7,other,3301,14,0
RBL,1,8087,1304,2629
RBL,other,2682,6,0
NNF18,other,195,0,0
AJN,other,472,0,0
RRF,1,7211,1249,2292
RRF,other,463,2,0
RCB,1,9519,2200,3586
RCB,other,7051,22,0
RTK,1,7910,991,1808
RTK,other,47,2,0
NTV0B,other,3613,0,0
NQT10,other,3734,58,0
RWX,other,2280,0,0
Y04538,other,3306,0,0
RXH,1,12595,2038,3460
RXH,2,1064,2,32
RXH,other,1985,1,0
NLW,other,4682,17,0
RXQ,1,7132,1692,2833
RXQ,2,1219,0,514
RXQ,other,4244,34,0
NLT02,other,1052,0,0
RN7,1,8986,874,2713
RN7,other,1887,1,0
RBD,1,3694,135,1244
RBD,other,4212,0,0
Y00751,other,3941,0,0
RVV,1,13407,5013,4307
RVV,other,7000,17,290
RXC,1,9911,784,2836
DD401,other,1152,0,0
RDU,1,20149,1174,5933
R1J,other,5922,40,0
RTE,1,12400,1373,3795
RN3,1,6306,1427,2089
RN3,other,8150,300,0
RN5,1,9582,1214,2386
RN5,other,995,0,0
NDA57,other,678,4,0
R1F,1,3900,668,929
R1F,other,671,0,0
RYY,other,2434,8,0
RWF,1,12210,1538,3954
