org_code,type,attendances,breaches,admissions
RF4,1,21317,6104,4988
RF4,2,813,0,0
RF4,other,3040,87,0
R1H,1,27281,5839,7738
R1H,2,770,0,0
R1H,other,15910,83,0
AD913,other,4574,0,0
E84069,other,1891,0,0
Y02692,other,4217,0,0
RYX,other,18819,171,0
RQM,1,17990,1406,3893
RQM,other,9162,67,0
RJ6,1,6987,2310,2198
RJ6,other,10987,67,0
Y02696,other,1137,0,0
RVR,1,12541,1478,3565
RVR,2,499,0,9
RVR,other,1126,0,0
RJ1,1,12739,1390,3302
RJ1,2,1428,0,0
RJ1,other,3159,0,0
Y03082,other,4107,0,0
RQX,1,10679,621,1694
RY9,other,4671,2,0
RYJ,1,9999,3559,3342
RYJ,2,3869,27,12
RYJ,other,10823,87,0
RJZ,1,16668,4931,4301
RJZ,2,1769,9,0
RJZ,other,5146,309,0
RAX,1,9047,1287,2172
RAX,2,1075,0,0
RJ2,1,13162,3787,4518
RJ2,other,12660,515,0
R1K,1,12208,4689,5781
R1K,other,17641,217,0
RP6,2,7580,75,21
RAT,other,5861,16,0
RAP,1,15685,3838,2641
Y02973,other,789,0,0
RAL,1,19763,3222,3803
RAL,other,3469,1,0
Y03047,other,1979,0,0
RJ7,1,12982,2422,3983
RJ7,other,1296,1,0
F84747,other,2648,0,0
RAS,1,5617,2602,2046
RAS,other,8306,74,0
Y03094,other,3312,0,0
Y03218,other,3834,0,0
E84068,other,3614,0,0
RRV,1,11589,1616,1690
Y02147,other,10002,0,0
Y03201,other,2533,0,0
RKE,1,8899,1203,1382
NL7,other,5954,0,0
8J094,other,3055,0,0
RDD,1,12093,1933,3204
RC1,1,6162,802,2121
RC1,other,169,0,0
M85813,other,3557,0,0
RQ3,1,4903,119,1096
RJF,1,5765,1448,2088
RJF,other,4070,0,4
RGT,1,9522,1950,2804
RGT,other,3125,0,22
RFS,1,6927,692,2265
NQ108,other,2292,0,0
RDE,1,7552,870,2536
RDE,other,4949,64,0
Y03571,other,6705,12,0
RTG,1,10753,1862,3246
RTG,other,4882,21,147
RY8,other,5175,1,0
NNJ,other,1996,20,0
RWH,1,8831,2353,2959
RWH,other,4299,7,0
Y03007,other,2811,0,0
NQ106,other,527,0,0
RLT,1,6717,1423,1082
NEH06,other,1660,0,0
RR1,1,19375,5741,6621
RR1,other,3077,99,1422
RY4,other,855,1,0
RGQ,1,6749,758,2148
RGQ,other,853,1,167
RGP,1,5642,933,1462
RGP,other,470,9,0
RNQ,1,7362,2290,2725
C82038,other,255,0,0
RY5,other,12171,125,1
NJS05,other,3980,104,0
RC9,1,8798,267,2662
RC9,other,4118,0,0
C82009,other,236,0,0
NLO11,other,548,14,0
NLO09,other,587,15,0
RQ8,1,7867,1869,2221
RQ8,other,423,4,0
RD8,1,6977,1259,1565
RD8,other,4962,184,0
RM1,1,8002,3095,2691
RM1,other,2267,183,0
RGN,1,11584,3434,3456
RGN,other,733,0,1
RNS,1,8145,1803,2571
RNS,2,1023,18,0
RNS,other,1484,0,0
NMH01,other,5851,0,0
NR3,other,4283,137,0
RX1,1,11874,4213,4066
RX1,2,1655,12,0
RX1,other,2895,60,0
NLO10,other,2365,71,0
C82010,other,318,0,0
NLO12,other,269,5,0
Y02428,other,2630,0,0
RXK,1,14708,3244,3502
RXK,2,953,5,20
RXK,other,2845,4,0
RK5,1,8315,1577,2715
RK5,other,4428,59,10
RXW,1,8580,3489,2273
RXW,other,1758,23,63
R1D,other,1849,1,0
C83023,other,730,0,0
Y02615,other,6470,0,0
RJC,1,5458,780,1743
RJC,other,638,0,0
RAJ,1,7213,1709,2894
RAJ,other,1143,36,0
Y02961,other,3508,0,0
RNA,1,8741,2591,2427
RNA,other,6055,102,0
RQW,1,8422,2830,1805
RCX,1,5327,1007,2215
RL4,1,11186,2931,2670
RL4,other,9830,278,0
RWD,1,11866,4241,3816
RWD,other,983,0,0
RRK,1,10083,2181,3947
RKB,1,11813,3465,4099
RKB,2,1892,24,117
RKB,other,6130,204,2
RWE,1,18173,4970,4588
RWE,2,1735,16,9
RJE,1,13346,6145,4543
RJE,2,443,0,0
RJE,other,6846,231,0
RBK,1,6610,2416,2220
RBK,other,3639,4,0
ATQ02,other,3723,0,0
RWG,1,7887,3168,3047
RWG,other,3585,15,0
RGR,1,5468,980,2333
RGR,other,564,0,0
RWP,1,10218,4039,3122
RWP,other,4886,1,0
RLQ,1,4532,1263,1437
REM,1,7457,2059,3358
REM,other,6869,5,0
RCF,1,5420,403,1177
RBS,1,5060,324,1067
NNF70,other,290,0,0
RFF,1,7275,1052,2102
RXL,1,5434,2511,2432
RXL,other,11100,10,0
RMC,1,8506,2081,2250
RMC,other,871,5,32
RAE,1,9962,2448,3574
RAE,other,1316,5,115
NNF09,other,2073,10,0
RY2,other,12238,358,0
RWY,1,11735,1084,3303
RLN,1,8106,2049,2941
RLN,2,2058,38,51
RLN,other,3063,17,0
RJR,1,5644,1234,2073
RJR,other,647,2,0
RXP,1,10759,3135,3731
RXP,other,6276,0,0
RP5,1,10919,1680,3456
RP5,other,2762,0,474
RJN,1,3818,1103,946
RJN,other,18,0,0
RXR,1,8389,3352,3161
RXR,other,9184,226,38
NNF94,other,278,0,0
RR7,1,7269,802,1810
RR7,other,2462,0,0
RCD,1,4025,370,1029
RCD,other,692,1,0
NNF99,other,194,0,0
RWA,1,10867,2613,3255
RWA,other,846,1,0
RV9,other,490,0,0
RXN,1,5530,2103,2062
RXN,other,6507,308,487
Y01231,other,2395,0,0
RR8,1,16080,5412,4990
RR8,other,3378,0,0
RY1,other,2596,0,0
REP,2,1131,21,106
Y01069,other,3726,0,0
R0A,1,20940,4840,6843
R0A,2,3363,48,172
R0A,other,9455,18,156
RBT,1,5272,1515,2009
RBT,other,1866,32,0
RXF,1,19760,4196,4236
RNL,1,7399,1446,2241
RNL,other,1257,16,0
RVW,1,3881,471,1598
RVW,other,10327,44,630
RTV,other,1988,10,0
NLO01,other,4655,387,0
RJL,1,11366,1715,2479
RJL,other,1102,3,0
RTF,1,8124,1349,4225
RTF,other,7522,41,65
Y02572,other,846,0,0
RW6,1,22238,5639,6143
RW6,other,10429,256,182
RT2,other,3687,0,0
AC008,other,851,0,0
RQ6,1,7750,2407,2508
RQ6,2,3623,2,42
RQ6,other,9902,0,0
RM3,1,8048,1533,2798
RM3,other,598,0,0
AXT02,other,3839,0,0
RCU,1,4354,105,605
RCU,other,179,0,0
RHQ,1,8970,2786,2967
RHQ,2,1094,0,0
RHQ,other,7709,0,0
NQT5F,other,1872,38,0
RTR,1,10214,1092,2386
RTR,other,1806,0,14
RE9,1,5312,813,1245
RE9,other,482,3,0
RVY,1,6117,1864,1829
RVY,other,3797,17,0
RBN,1,9281,2620,4125
RBN,other,2352,16,0
RWJ,1,7358,2256,2539
RWJ,other,585,0,0
RMP,1,7150,1847,1759
RMP,other,5362,7,0
RTD,1,9471,1334,2174
RTD,2,1891,57,17
RTD,other,5626,7,3
RFR,1,7868,1013,1530
