org_code,type,attendances,breaches,admissions
RF4,1,14569,6140,4097
RF4,2,735,0,0
RF4,other,9643,87,0
R1H,1,25261,6926,7883
R1H,2,873,31,0
R1H,other,14431,131,0
AD913,other,4187,1,0
E84069,other,1684,0,0
RYX,other,17710,460,0
RQM,1,18296,1774,4053
RQM,other,9147,151,0
RJ6,1,6670,2453,1812
RJ6,other,11687,195,0
Y02696,other,1273,0,0
RVR,1,11555,1645,3249
RVR,2,428,1,2
RVR,other,2058,0,0
RJ1,1,13480,2376,3495
RJ1,2,770,0,0
RJ1,other,2869,8,0
Y03082,other,3144,349,0
RQX,1,9955,802,1493
RY9,other,4155,3,0
RYJ,1,9519,2611,3016
RYJ,2,3718,30,6
RYJ,other,9596,72,0
RJZ,1,15245,6085,4389
RJZ,other,7669,699,0
Y02973,other,698,2,0
RAX,1,9466,1399,2283
RAX,2,1050,2,0
RJ2,1,13242,3891,4325
RJ2,other,11598,690,0
R1K,1,11846,3424,6069
R1K,other,18121,317,0
RP6,2,7279,84,11
RAT,other,4499,54,0
RAP,1,8919,2176,2699
RAP,2,446,0,0
RAP,other,7242,427,0
RAL,1,19632,3716,4124
RAL,other,3376,4,0
RJ7,1,12964,2541,3739
RJ7,other,1332,0,0
RAS,1,5594,2387,1650
RAS,other,7665,79,0
Y03094,other,3220,0,0
Y03218,other,4099,0,0
RRV,1,11637,2036,1674
Y02147,other,9301,182,0
RKE,1,8868,1322,1301
NL7,other,5700,0,0
8J094,other,3059,0,0
RDD,1,10802,1137,3036
RC1,1,5991,968,1855
RC1,other,736,0,0
M85813,other,3155,0,0
RQ3,1,4780,886,1015
RGT,1,9930,2512,3278
RGT,other,3327,0,9
RFS,1,5489,978,1975
RFS,other,1606,0,0
NQ108,other,2094,1,0
Y03571,other,6899,0,0
RY8,other,5243,3,0
NNJ,other,1684,10,0
RWH,1,8862,2471,2787
RWH,other,3926,19,0
RDE,1,15326,1975,4376
RDE,other,5529,60,144
Y03007,other,2547,0,0
NQ106,other,521,0,0
RLT,1,6948,1370,1288
NEH06,other,1639,1,0
RY4,other,819,3,0
RGP,1,5441,1188,1385
RGP,other,605,15,0
RNQ,1,7384,1950,2363
C82038,other,159,0,0
RY5,other,9627,290,3
NJS05,other,4290,110,0
RC9,1,8289,310,3154
RC9,other,3924,0,0
C82009,other,323,0,0
NLO11,other,499,0,0
NLO09,other,494,0,0
RQ8,1,7935,1734,2134
RQ8,other,371,13,0
RD8,1,6639,1372,1696
RD8,other,4627,35,0
RM1,1,8745,3533,2627
RM1,other,2459,267,0
RGN,1,12285,3521,3164
RGN,other,712,1,0
RNS,1,8298,2211,2846
RNS,2,1007,4,0
RNS,other,1296,0,0
NMH01,other,4643,0,0
NR3,other,4740,34,0
RX1,1,14896,6707,3968
RX1,2,1547,36,0
RX1,other,177,2,0
NLO10,other,1892,0,0
C82010,other,237,0,0
NLO12,other,303,0,0
Y02428,other,1650,0,0
RXK,1,12929,2991,3344
RXK,2,1061,15,37
RXK,other,2959,2,0
RK5,1,8371,1123,2889
RK5,other,4176,90,5
RXW,1,8797,3602,2594
RXW,other,2112,65,49
R1D,other,1933,0,0
C83023,other,615,0,0
Y02615,other,5912,0,0
RJC,1,5696,590,1815
RJC,other,605,0,0
RAJ,1,6296,1521,2280
RAJ,other,1982,95,358
Y02961,other,2759,0,0
RNA,1,8277,2680,1885
RNA,other,5255,14,0
RQW,1,8487,3347,1887
RCX,1,5311,1203,1993
RL4,1,11199,2093,2656
RL4,other,8494,186,0
RWD,1,10934,4660,3590
RWD,other,2086,0,0
RRK,1,28898,11376,9789
RRK,other,3077,63,1287
RKB,1,11924,3860,4146
RKB,2,1822,9,81
RKB,other,5793,205,0
