org_code,type,attendances,breaches,admissions
RF4,1,19303,4606,5004
RF4,2,791,0,0
RF4,other,5072,10,0
R1H,1,28357,6294,7986
R1H,2,954,5,0
R1H,other,13523,134,0
AD913,other,4718,4,0
E84069,other,1584,0,0
RYX,other,18132,201,0
RQM,1,18560,1064,4130
RQM,other,8568,102,0
RJ6,1,6420,2406,1710
RJ6,other,11018,202,0
Y02696,other,987,0,0
RVR,1,12956,757,3374
RVR,2,495,0,10
RVR,other,957,0,0
RJ1,1,13847,2418,3500
RJ1,2,838,0,0
RJ1,other,3464,5,0
Y03082,other,3954,53,0
RQX,1,10780,723,1676
RY9,other,4221,0,0
RYJ,1,10174,2751,3331
RYJ,2,4313,76,15
RYJ,other,11091,129,0
RJZ,1,16777,4899,4499
RJZ,other,7153,367,0
Y02973,other,718,1,0
RAX,1,9667,1037,2171
RAX,2,1123,1,0
RJ2,1,13220,2210,4652
RJ2,other,12452,256,0
R1K,1,11922,3038,6098
R1K,other,17536,158,0
RP6,2,8150,268,8
RAT,other,5376,79,0
RAP,1,8313,1988,2575
RAP,2,474,1,0
RAP,other,6308,177,0
RAL,1,20481,2529,4530
RAL,other,3549,6,0
Y03047,other,1617,0,0
RJ7,1,13749,1022,3882
RJ7,other,1481,2,0
F84747,other,2305,0,0
RAS,1,5397,2320,2006
RAS,other,8482,65,0
Y03094,other,3431,0,0
Y03218,other,3307,0,0
E84068,other,2841,0,0
Y02692,other,3488,0,0
RRV,1,12143,1912,1972
Y02147,other,10254,0,0
RKE,1,9288,884,1469
NL7,other,5554,0,0
8J094,other,2880,0,0
RDD,1,13447,510,3469
RC1,1,6848,996,1941
RC1,other,158,0,0
M85813,other,3170,0,0
RQ3,1,4847,193,1096
RGT,1,10396,1619,2992
RGT,other,3618,1,19
RFS,1,6184,661,2177
RFS,other,1680,0,0
NQ108,other,3099,3,0
Y03571,other,6377,0,0
RY8,other,6703,2,0
NNJ,other,1884,1,0
RWH,1,9584,2159,2932
RWH,other,4491,64,0
RDE,1,16199,1140,4391
RDE,other,6047,11,133
Y03007,other,2496,0,0
NQ106,other,756,0,0
RLT,1,7593,739,1419
NEH06,other,2272,0,0
RY4,other,1024,18,0
RGP,1,6588,681,1482
RGP,other,942,24,0
RNQ,1,8214,1810,2489
C82038,other,217,0,0
RY5,other,12172,292,1
NJS05,other,4270,117,0
RC9,1,9661,207,2559
RC9,other,3444,0,0
C82009,other,487,0,0
NLO11,other,633,0,0
NLO09,other,544,12,0
RQ8,1,8860,1622,2286
RQ8,other,384,10,0
RD8,1,7970,1414,1808
RD8,other,4972,22,0
RM1,1,9935,2031,2872
RM1,other,2827,58,0
RGN,1,13058,1305,3550
RGN,other,929,0,0
RNS,1,9287,869,2972
RNS,2,1097,5,0
RNS,other,1012,0,0
NMH01,other,5514,0,0
NR3,other,4748,2,0
RX1,1,13195,4116,4045
RX1,2,1784,56,0
RX1,other,2939,72,0
NLO10,other,2216,0,0
C82010,other,360,0,0
NLO12,other,272,1,0
Y02428,other,2150,0,0
RXK,1,14575,2993,3281
RXK,2,1169,8,31
RXK,other,3179,0,0
RK5,1,9392,511,2778
RK5,other,4973,83,10
RXW,1,10176,3085,2468
RXW,other,2031,13,132
R1D,other,2805,1,0
C83023,other,636,0,0
Y02615,other,5731,0,0
RJC,1,6181,312,1771
RJC,other,977,0,0
RAJ,1,7737,673,2182
RAJ,other,1350,2,266
Y02961,other,2602,0,0
RNA,1,9565,2225,2277
RNA,other,5795,33,0
RQW,1,9226,2398,2125
RCX,1,6063,686,2187
RL4,1,11844,1651,2808
RL4,other,8344,49,0
RWD,1,13378,4130,3718
RWD,other,1248,0,0
RRK,1,32209,6499,11332
RRK,other,4014,29,1394
RKB,1,12643,1868,4273
RKB,2,1851,17,84
RKB,other,6100,18,1
RTG,1,17591,2757,5302
RTG,other,9877,11,156
RWE,1,18890,4861,4522
RWE,2,1866,48,12
RJE,1,16622,3758,5855
RJE,2,435,0,0
RJE,other,6495,126,0
RBK,1,6769,2014,2009
RBK,other,3706,7,0
