org_code,type,attendances,breaches,admissions
RF4,1,16428,7363,4607
RF4,2,789,2,0
RF4,other,10424,77,0
R1H,1,28273,7277,8544
R1H,2,885,18,0
R1H,other,14827,75,0
AD913,other,4675,2,0
E84069,other,1917,0,0
RYX,other,18386,254,0
RQM,1,19897,1587,4517
RQM,other,10133,147,0
RJ6,1,7520,3820,1815
RJ6,other,12381,268,0
Y02696,other,1236,0,0
RVR,1,13020,1944,3673
RVR,2,478,0,8
RVR,other,2347,0,0
RJ1,1,14080,2237,3799
RJ1,2,863,15,0
RJ1,other,3058,3,0
Y03082,other,3571,469,0
RQX,1,11052,824,1756
RY9,other,4321,2,0
RYJ,1,10732,3297,3339
RYJ,2,4081,12,11
RYJ,other,10549,73,0
RJZ,1,16678,6685,4712
RJZ,other,7990,808,0
Y02973,other,809,0,0
RAX,1,10050,1474,2652
RAX,2,1154,1,0
RJ2,1,13874,3637,4634
RJ2,other,12311,610,0
R1K,1,13019,4289,6519
R1K,other,19337,367,0
RP6,2,7850,35,9
RAT,other,4943,28,0
RAP,1,9045,2725,2980
RAP,2,439,0,0
RAP,other,6913,410,0
RAL,1,21082,3659,4745
RAL,other,3612,2,0
RJ7,1,13799,2413,4210
RJ7,other,1429,0,0
RAS,1,6272,2687,1930
RAS,other,8153,102,0
Y03094,other,3622,0,0
Y03218,other,4597,0,0
RRV,1,12165,2026,2024
Y02147,other,9616,181,0
RKE,1,9594,1343,1472
NL7,other,6198,0,0
8J094,other,3315,0,0
RDD,1,14053,1234,3521
RC1,1,6358,824,2036
RC1,other,815,0,0
M85813,other,3484,0,0
RQ3,1,5344,883,1166
RGT,1,10815,2591,3742
RGT,other,3166,0,23
RFS,1,6118,1109,2239
RFS,other,1721,0,0
NQ108,other,2390,3,0
Y03571,other,7451,0,0
RY8,other,5505,1,0
NNJ,other,1998,6,0
RWH,1,9575,2016,3316
RWH,other,4115,5,0
RDE,1,16576,2404,4955
RDE,other,6130,57,150
Y03007,other,2808,0,0
NQ106,other,474,0,0
RLT,1,6957,1566,1330
NEH06,other,1676,0,0
RY4,other,954,1,0
RGP,1,5940,989,1575
RGP,other,673,23,0
RNQ,1,8176,2255,2645
C82038,other,182,0,0
RY5,other,9865,169,0
NJS05,other,4484,40,0
RC9,1,9174,268,3153
RC9,other,4191,0,0
C82009,other,330,0,0
NLO11,other,591,0,0
NLO09,other,529,0,0
RQ8,1,8452,1987,2333
RQ8,other,443,29,0
RD8,1,7412,1679,1961
RD8,other,4871,25,0
RM1,1,9225,3636,3087
RM1,other,2379,216,0
RGN,1,13032,3518,3557
RGN,other,723,0,1
RNS,1,8940,2481,3131
RNS,2,1175,11,0
RNS,other,1514,0,0
NMH01,other,5225,0,0
NR3,other,4818,16,0
RX1,1,15705,6139,4511
RX1,2,1504,18,0
RX1,other,156,3,0
NLO10,other,2198,1,0
C82010,other,281,0,0
NLO12,other,278,0,0
Y02428,other,1906,0,0
RXK,1,13809,3956,3846
RXK,2,1078,7,33
RXK,other,3155,0,0
RK5,1,9183,960,3265
RK5,other,4699,151,7
RXW,1,9511,3680,2833
RXW,other,2199,77,58
R1D,other,2129,0,0
C83023,other,664,0,0
Y02615,other,6230,0,0
RJC,1,5940,657,1965
RJC,other,660,0,0
RAJ,1,6898,1813,2552
RAJ,other,2031,43,395
Y02961,other,3054,0,0
RNA,1,9474,3111,2303
RNA,other,6241,7,0
RQW,1,9168,2948,2207
RCX,1,5681,1428,2258
RL4,1,12311,2377,2932
RL4,other,9270,164,0
RWD,1,12107,4906,4086
RWD,other,2124,0,0
RRK,1,31935,12502,11493
RRK,other,3089,73,1570
RKB,1,12836,3037,4670
RKB,2,1955,0,84
RKB,other,6222,201,2
RTG,1,18063,5395,6007
RTG,other,9159,39,114
RWE,1,19990,6319,5254
RWE,2,1692,28,10
RJE,1,15183,4257,6323
RJE,2,462,0,0
RJE,other,6310,37,0
RBK,1,7026,2320,2197
RBK,other,2626,14,0
ATQ02,other,3232,0,25
RWG,1,8828,3369,3129
RWG,other,4317,6,0
RGR,1,5962,839,2242
RGR,other,409,0,0
RWP,1,10574,4492,3182
RWP,other,5217,1,0
RLQ,1,4952,1520,1500
REM,1,7790,1739,3681
REM,other,401,2,0
RCF,1,5103,715,1581
RCF,2,643,0,0
RCF,other,92,0,0
RBS,1,5243,413,1030
RFF,1,8862,790,2599
RXL,1,6343,3016,2563
RXL,other,11722,78,0
RMC,1,9113,1775,2355
RMC,other,1017,7,32
RAE,1,10240,2733,2983
RAE,other,1300,34,107
NNF09,other,2264,17,0
RY2,other,11765,166,0
RWY,1,12709,1530,3128
RLN,1,9546,2508,3279
RLN,2,2118,25,29
RLN,other,3234,16,0
RJR,1,6137,1348,1952
RJR,other,619,4,0
RXP,1,12058,2946,4080
RXP,other,6102,0,0
RP5,1,12258,1452,3534
RP5,other,2690,8,389
Y01231,other,2589,2,0
Y01069,other,3534,0,0
RJN,1,3884,946,1044
RJN,other,154,0,0
RXR,1,9849,3417,3680
RXR,other,5721,244,33
NNF94,other,1947,22,0
RR7,1,8332,1031,1972
RR7,other,2574,1,0
NNFA7,other,1138,0,0
RCD,1,4237,324,1042
RCD,other,750,0,0
RWA,1,11570,3176,3079
RV9,other,520,1,0
RXN,1,4542,1917,2293
RXN,other,8235,465,433
RR8,1,17316,4302,4809
RR8,other,3727,4,0
REP,2,1165,15,81
R0A,1,21980,6206,6985
R0A,2,3703,66,183
R0A,other,9394,67,191
RW4,other,2554,0,0
RBT,1,5956,1620,2306
RBT,other,1723,4,0
RXF,1,17930,3920,4184
RXF,other,3635,10,167
Y02532,other,1902,0,0
Y03645,other,381,0,0
RNL,1,7738,1211,2278
RNL,other,1361,1,0
RVW,1,4213,724,1783
RVW,other,11854,19,748
RTV,other,10533,134,0
NLO01,other,4642,203,0
RJL,1,12440,2430,3304
RTF,1,9414,1256,4884
RTF,other,9588,50,53
Y02572,other,763,0,0
Y02533,other,320,0,0
RW6,1,23243,7232,6746
RW6,other,11435,362,122
RT2,other,3752,0,0
AC008,other,925,1,0
RQ6,1,9364,3085,2618
RQ6,2,472,0,36
RQ6,other,9846,0,0
RM3,1,9011,2591,2958
AXT02,other,4062,0,0
RCU,1,5020,182,693
RCU,other,210,0,0
RHQ,1,9402,3050,3126
RHQ,2,1106,0,0
RHQ,other,8863,0,0
NQT5F,other,2048,2,0
RTR,1,11389,877,2455
RTR,other,1819,0,12
RE9,1,5431,451,1376
RE9,other,744,3,0
RVY,1,7174,1563,2782
RVY,other,2782,52,0
RBN,1,10020,3279,4561
RWJ,1,7562,2615,2512
RWJ,other,803,9,93
RMP,1,7411,1325,2019
RMP,other,5488,3,0
RTD,1,10410,1213,2387
RTD,2,1954,45,29
RTD,other,8320,0,4
RFR,1,9129,1773,1783
NNF76,other,3744,0,0
RTX,1,7875,2023,2242
RTX,2,125,0,0
RTX,other,1611,45,60
RWW,1,6683,2344,2379
RWW,other,2770,81,0
RY7,other,4402,21,0
RBL,1,7255,2732,2296
RBL,other,3263,7,0
AJN,other,408,0,0
RRF,1,7380,2939,2541
RRF,other,747,15,0
RCB,1,10296,3039,3807
RCB,other,6279,30,0
RTK,1,9483,2299,1944
NTV0B,other,3722,0,0
NQT10,other,3701,111,0
RWX,other,1970,0,0
Y04538,other,3326,0,0
RXH,1,13439,3438,3281
RXH,2,1120,5,18
Y02676,other,1818,0,0
RXQ,1,6612,1696,3608
RXQ,2,1301,0,1009
RXQ,other,5685,10,0
RN7,1,9870,1667,2813
RN7,other,1643,4,0
Y00751,other,4640,28,0
RVV,1,15097,4745,4639
RVV,other,3322,8,192
RXC,1,9944,1589,3531
RXC,other,851,0,0
Y02816,other,1477,0,0
NDJ,other,1355,0,0
RDU,1,20818,3634,6642
RN5,1,9605,1587,2737
RN5,other,829,0,0
NDA57,other,557,0,0
Y03051,other,1939,2,0
R1F,1,3559,810,942
R1F,other,890,0,0
RYY,other,5856,4,0
RWF,1,13668,1815,4489
RWF,other,2112,0,0
RPA,1,7835,2665,2025
RPA,other,2924,43,0
RNU,other,2741,81,0
RTH,1,11187,1867,3367
RTH,2,1652,0,95
RTH,other,523,0,4
RHU,1,10055,3858,3457
RHU,2,740,2,0
RHU,other,1832,3,3
RPC,other,1026,1,15
RHW,1,9350,1208,3283
RHW,2,1637,67,0
RHW,other,1091,0,0
RA2,1,6242,1071,2513
RA2,other,9,3,0
NTP11,other,3994,17,0
RW1,other,637,0,1
NTPAD,other,4957,8,0
RTP,1,8503,1552,2620
RTP,other,734,0,0
RDR,other,9173,166,1
RHM,1,9019,1690,3212
RHM,2,1563,214,29
RHM,other,1993,2,13
RYR,1,12021,1130,3793
G82071,other,2792,0,0
NTV0W,other,3464,10,0
NLW,other,4665,2,0
NLT02,other,1190,0,0
RBD,1,3820,499,1441
RBD,other,3900,0,0
DD401,other,1017,0,0
R1J,other,5388,31,0
RTE,1,12962,2014,4149
RN3,1,6984,1723,2354
RN3,other,5009,144,0
RVJ,1,8007,1770,3409
RBZ,1,3649,784,1209
RBZ,other,831,0,2
L83087,other,111,0,0
NQT5H,other,690,4,0
RD3,1,5622,869,1879
RD3,other,1701,3,0
REF,1,6109,1241,2648
REF,other,9490,27,37
RH8,1,7637,1055,2128
RH8,other,3857,0,0
RD1,1,6214,1976,2751
RD1,other,1094,6,18
RNZ,1,4066,652,1221
RNZ,2,265,0,0
Y02666,other,1406,0,0
RH5,other,6925,40,0
RYF,other,1552,13,0
RBA,1,6252,877,2311
AAH,other,194,0,0
RDZ,1,6369,1043,2056
RDZ,2,1397,1,7
RDZ,other,1135,0,0
RA9,1,6056,2053,2557
RA9,other,2653,1,0
RA7,1,10099,1829,3419
RA7,2,1997,46,9
RK9,1,8836,3616,3228
RK9,2,253,0,0
RK9,other,3798,21,0
RA3,1,4024,702,1259
AXG,other,2634,13,0
NLX24,other,1523,3,0
RA4,1,4620,244,1664
