org_code,type,attendances,breaches,admissions
RF4,1,20933,2902,4490
RF4,2,747,1,0
RF4,other,2625,9,0
R1H,1,29475,4654,6894
R1H,2,789,42,0
R1H,other,11078,119,0
AD913,other,4705,1,0
RYX,other,19466,163,0
RQM,1,17265,1117,3610
RQM,other,7682,31,0
RJ6,1,6631,1638,2225
RJ6,other,9105,205,0
Y02696,other,1146,0,0
RVR,1,12830,638,3597
RVR,2,558,2,12
RJ1,1,12589,2729,3279
RJ1,2,776,0,0
RJ1,other,3094,3,0
Y03082,other,3778,0,0
RQX,1,10563,268,1555
RY9,other,4970,4,0
RYJ,1,9688,2092,3167
RYJ,2,4165,33,10
RYJ,other,11246,261,0
RJZ,1,17817,2805,4564
RJZ,2,1651,0,0
RJZ,other,5268,212,0
RAX,1,9006,708,1972
RAX,2,1006,0,0
RJ2,1,18080,1901,4680
RJ2,other,6954,150,0
R1K,1,12136,3317,5362
R1K,other,16565,116,0
RP6,2,8583,114,12
RAT,other,5626,20,0
RAP,1,14615,2648,2368
Y02973,other,725,0,0
RAL,1,18770,3062,3537
RAL,other,3301,0,0
Y03047,other,1872,0,0
RJ7,1,13501,1495,4026
RJ7,other,1168,7,0
F84747,other,2525,0,0
RAS,1,5617,1826,1969
RAS,other,8121,29,0
Y03094,other,3154,0,0
E84068,other,3215,0,0
RRV,1,12054,1420,1607
Y02147,other,10044,0,0
Y03201,other,2343,0,0
RKE,1,8537,656,1342
NL7,other,5260,0,0
8J094,other,2775,0,0
RDD,1,12107,1429,2885
RC1,1,6690,465,2006
M85813,other,3074,0,0
RQ3,1,4916,233,841
RJF,1,5570,743,1759
RJF,other,5058,1,5
RGT,1,10253,628,3203
RGT,other,3681,1,22
RFS,1,7281,592,1960
NQ108,other,3012,14,0
RDE,1,7637,2351,2236
RDE,other,4571,0,0
Y03571,other,5833,5,0
RTG,1,11921,1992,3366
RTG,other,4668,0,71
RY8,other,6096,2,0
NNJ,other,1891,2,0
RWH,1,8774,1962,2958
RWH,other,4927,60,0
Y03007,other,2577,0,0
NQ106,other,746,3,0
RLT,1,7088,722,1138
NTPAL,other,2147,0,0
NEH06,other,2173,2,0
RR1,1,19922,3877,5953
RR1,other,3881,36,1155
RY4,other,890,5,0
RGQ,1,7708,468,1921
RGQ,other,627,0,170
RGP,1,7095,442,1304
RGP,other,26,0,0
RNQ,1,7532,776,2410
C82038,other,372,0,0
RY5,other,14365,100,8
NJS05,other,4015,52,0
RC9,1,9065,130,2385
RC9,other,4007,0,0
C82009,other,328,0,0
NLO11,other,719,2,0
NLO09,other,683,7,0
RQ8,1,8378,1343,2223
RQ8,other,228,8,0
RD8,1,7950,1222,1367
RD8,other,4809,16,0
Y02652,other,3752,0,0
RM1,1,10121,995,2628
RM1,other,1328,0,0
RGN,1,12348,1317,3100
RGN,other,766,0,2
RNS,1,9465,1169,2870
RNS,2,1023,4,0
NMH01,other,6024,0,0
NR3,other,4669,180,0
RX1,1,15206,2746,3852
RX1,2,1626,16,0
RX1,other,239,5,0
NLO10,other,2871,63,0
C82010,other,313,0,0
NLO12,other,350,0,0
Y02428,other,2441,0,0
RXK,1,15325,2653,3037
RXK,2,1322,33,26
RXK,other,2530,0,0
RK5,1,8535,555,2606
RK5,other,4665,35,9
RXW,1,11114,2655,2328
RXW,other,1277,0,0
R1D,other,2458,1,0
Y02615,other,5418,0,0
RJC,1,5811,297,1617
RJC,other,735,0,0
RAJ,1,8693,725,2229
Y02470,other,2127,0,0
Y02961,other,3027,0,0
RNA,1,9056,1563,2374
RNA,other,5297,0,0
RQW,1,8792,2347,1900
RCX,1,5725,908,2245
RL4,1,11752,1108,2466
RL4,other,8489,155,0
RWD,1,13454,2960,3571
RRK,1,10189,1357,2938
RKB,1,12011,2885,4222
RKB,2,1972,28,97
RKB,other,2499,3,4
RWE,1,17383,3823,4247
RWE,2,1707,40,13
RJE,1,15922,4057,4816
RJE,2,433,0,0
RJE,other,4937,14,0
RBK,1,6461,1804,2068
RBK,other,3756,0,0
ATQ02,other,3779,0,0
RWG,1,7959,2062,3032
RWG,other,4221,20,0
RGR,1,6124,461,2017
RWP,1,10611,2943,3096
RWP,other,6175,7,0
RLQ,1,4894,1165,1110
RLQ,other,2392,0,0
REM,1,7676,2814,2744
REM,other,6989,0,0
RCF,1,5770,251,1043
RBS,1,5016,347,978
NNF70,other,500,0,0
RFF,1,7119,343,2100
RXL,1,7742,2971,2261
RXL,other,10107,4,0
RMC,1,9210,1549,2195
RMC,other,973,0,28
RAE,1,11808,1403,3079
NNF09,other,2112,3,0
RY2,other,8407,53,0
RWY,1,13170,863,2974
RW3,1,12759,1369,3532
RW3,2,3541,5,157
RW3,other,9600,8,116
RLN,1,7866,612,2531
RLN,2,2367,14,40
RLN,other,3043,3,0
RJR,1,6531,1038,1660
RJR,other,348,10,0
RXP,1,11416,1188,3453
RXP,other,7367,0,0
RNN,other,2405,36,0
RP5,1,11149,992,3125
RP5,other,3386,0,405
RJN,1,4291,393,914
RJN,other,195,0,0
RXR,1,9235,3199,3059
RXR,other,8257,553,25
RR7,1,7756,395,1617
RR7,other,2573,3,0
RCD,1,4293,138,936
RCD,other,975,0,0
NNF99,other,267,0,0
RWA,1,11893,1101,3247
RWA,other,1395,3,0
RV9,other,835,3,0
RXN,1,5758,1252,1829
RXN,other,7102,189,324
Y01231,other,2926,0,0
RR8,1,17448,2534,5196
RR8,other,3194,6,0
Y02875,other,4068,0,0
RY1,other,2185,0,0
REP,2,1044,8,98
Y01069,other,3259,0,0
RBT,1,5930,566,1878
RBT,other,1767,1,0
RXF,1,21359,3118,4878
RNL,1,8421,569,2019
RVW,1,3857,215,1555
RVW,other,9968,16,479
RTV,other,2010,5,0
NLO01,other,6820,155,0
RJL,1,11622,2185,2525
RJL,other,1647,2,0
RTF,1,8212,809,4072
RTF,other,9157,55,20
RW6,1,24481,4342,5689
RW6,other,4445,153,104
RT2,other,3270,0,0
AC008,other,1230,0,0
RQ6,1,7851,2424,2253
RQ6,2,1672,41,39
RQ6,other,10575,0,0
RM3,1,8666,731,2889
AXT02,other,2603,0,0
RCU,1,4790,70,705
RHQ,1,9485,1574,2946
RHQ,2,1271,0,0
RHQ,other,7030,0,12
RTR,1,10837,472,2123
RTR,other,2234,0,13
RE9,1,5170,235,1269
RE9,other,956,2,0
RVY,1,6714,1176,1751
RVY,other,3368,7,0
RBN,1,9960,1639,3765
RBN,other,5745,22,0
RWJ,1,8635,1876,2669
RMP,1,7629,794,1800
RMP,other,4697,0,0
RTD,1,10359,662,2226
RTD,2,1791,38,23
RTD,other,4171,0,8
RFR,1,8342,1693,1698
RFR,other,641,0,0
RM2,1,8793,788,2631
RTX,1,7953,1443,2052
RTX,other,2493,104,115
RWW,1,7094,803,2620
RWW,other,4188,7,0
