org_code,type,attendances,breaches,admissions
RF4,1,18668,5628,4436
RF4,2,671,0,0
RF4,other,2699,74,0
R1H,1,25341,6000,7070
R1H,2,763,5,0
R1H,other,13286,59,0
AD913,other,3999,2,0
E84069,other,1675,0,0
Y02692,other,3607,0,0
RYX,other,16855,196,0
RQM,1,16205,1328,3436
RQM,other,8047,39,0
RJ6,1,6309,1955,1843
RJ6,other,9691,107,0
Y02696,other,1199,0,0
RVR,1,11224,1595,3083
RVR,2,470,0,10
RVR,other,843,0,0
RJ1,1,11904,1939,3129
RJ1,2,730,0,0
RJ1,other,2768,2,0
Y03082,other,3681,0,0
RQX,1,9545,534,1568
RY9,other,4375,6,0
RYJ,1,9033,3710,2933
RYJ,2,3567,42,18
RYJ,other,9049,70,0
RJZ,1,14353,5103,3938
RJZ,other,6290,352,0
RAX,1,8124,1382,1943
RAX,2,949,0,0
RJ2,1,11969,2975,4106
RJ2,other,11040,347,0
R1K,1,11140,3216,5658
R1K,other,15887,308,0
RP6,2,6761,47,13
RAT,other,4487,32,0
RAP,1,14041,2477,2641
Y02973,other,846,0,0
RAL,1,17829,2798,3735
RAL,other,2930,3,0
Y03047,other,1759,0,0
RJ7,1,11760,2145,3552
RJ7,other,1252,0,0
F84747,other,2321,0,0
RAS,1,5088,2488,1829
RAS,other,7436,76,0
Y03094,other,2970,0,0
Y03218,other,3372,0,0
E84068,other,3148,0,0
RRV,1,10692,1558,1641
Y02147,other,8811,0,0
Y03201,other,2126,0,0
RKE,1,8085,1124,1207
NL7,other,5514,0,0
8J094,other,2948,0,0
RDD,1,11200,1874,2875
RC1,1,5795,1115,1850
RC1,other,171,0,0
M85813,other,3280,0,0
RQ3,1,4779,326,992
RJF,1,5100,1179,1789
RJF,other,3812,1,13
RGT,1,8877,2233,2553
RGT,other,3045,0,12
RFS,1,6358,453,1926
NQ108,other,2050,7,0
RDE,1,7111,889,2258
RDE,other,4186,35,0
Y03571,other,5322,6,0
RTG,1,10124,2317,3269
RTG,other,4444,38,122
RY8,other,4852,0,0
NNJ,other,1797,19,0
RWH,1,8321,2450,2694
RWH,other,3721,10,0
Y03007,other,2402,0,0
NQ106,other,504,0,0
RLT,1,6232,1389,1030
NEH06,other,1645,0,0
RR1,1,18186,5218,6066
RR1,other,2863,50,1188
RY4,other,769,0,0
RGQ,1,6315,763,1843
RGQ,other,828,0,128
RGP,1,4887,929,1372
RGP,other,623,10,0
RNQ,1,6635,2060,2301
C82038,other,180,0,0
RY5,other,9969,140,0
NJS05,other,3766,247,0
RC9,1,8046,298,2538
RC9,other,3355,0,0
C82009,other,254,0,0
NLO11,other,519,28,0
NLO09,other,545,8,0
RQ8,1,7196,1590,2012
RQ8,other,316,3,0
RD8,1,6517,1228,1353
RD8,other,4246,108,0
RM1,1,7593,3325,2475
RM1,other,2119,288,0
RGN,1,10542,2493,3287
RGN,other,663,0,0
RNS,1,7532,2113,2278
RNS,2,1016,11,0
RNS,other,1299,0,0
NMH01,other,4854,0,0
NR3,other,4068,179,0
RX1,1,11172,4396,3614
RX1,2,1520,22,0
RX1,other,2665,78,0
NLO10,other,2050,44,0
C82010,other,221,0,0
NLO12,other,215,0,0
Y02428,other,2842,0,0
RXK,1,12705,3357,3027
RXK,2,1057,23,30
RXK,other,2976,0,0
RK5,1,7422,1216,2367
RK5,other,3957,39,7
RXW,1,7910,3051,2078
RXW,other,1554,15,33
R1D,other,1705,0,0
C83023,other,676,0,0
Y02615,other,5851,0,0
RJC,1,5121,991,1677
RJC,other,630,0,0
RAJ,1,6442,1136,2482
RAJ,other,1027,49,0
Y02961,other,3121,0,0
RNA,1,7805,2498,1962
RNA,other,5211,27,0
RQW,1,7584,2801,1471
RCX,1,4774,1472,2076
RL4,1,10018,2396,2290
RL4,other,8527,151,0
RWD,1,10766,3577,3358
RWD,other,869,0,0
RRK,1,9322,2048,3922
RKB,1,11114,3874,3892
RKB,2,1663,16,87
RKB,other,5607,139,2
RWE,1,16531,5165,4106
RWE,2,1628,14,5
RJE,1,12676,4669,4258
RJE,2,382,0,0
RJE,other,5910,123,0
RBK,1,5986,2101,1989
RBK,other,3147,13,0
ATQ02,other,3164,0,0
RWG,1,7187,2850,2566
RWG,other,3081,11,0
RGR,1,5158,839,2146
RGR,other,481,0,0
RWP,1,9160,3817,2801
RWP,other,4524,1,0
RLQ,1,4338,1387,1222
RLQ,other,216,0,0
REM,1,6469,2091,2881
REM,other,6532,2,0
RCF,1,4751,411,1078
RBS,1,4574,338,961
NNF70,other,327,0,0
RFF,1,6797,685,2039
RXL,1,5307,2582,2196
RXL,other,10249,12,0
RMC,1,7672,1729,2010
RMC,other,795,2,24
RAE,1,9011,2282,3215
RAE,other,1116,16,82
NNF09,other,2034,12,0
RY2,other,10798,229,0
RWY,1,11191,1403,2795
RLN,1,7334,1721,2646
RLN,2,1914,12,30
RLN,other,2558,17,0
RJR,1,5476,1489,1962
RJR,other,606,6,0
RXP,1,9747,2120,3320
RXP,other,5383,0,0
RP5,1,9948,1407,3093
RP5,other,2633,0,583
RJN,1,3630,1119,910
RJN,other,125,0,0
RXR,1,7774,2591,2933
RXR,other,8244,386,24
NNF94,other,254,0,0
RR7,1,6602,689,1517
RR7,other,2130,2,0
RCD,1,3705,268,932
RCD,other,625,0,0
NNF99,other,173,1,0
RWA,1,10158,2434,2967
RWA,other,783,1,0
RV9,other,496,1,0
RXN,1,5201,2120,1809
RXN,other,5976,299,426
Y01231,other,2269,0,0
RR8,1,14899,5122,4314
RR8,other,3163,0,0
RY1,other,2555,0,0
REP,2,1105,12,107
Y01069,other,3274,0,0
R0A,1,18881,4021,5983
R0A,2,2926,55,152
R0A,other,8713,35,138
RBT,1,4954,1451,1828
RBT,other,1700,17,0
RXF,1,18110,2345,3813
Y02532,other,1528,0,0
Y03645,other,352,0,0
RNL,1,6635,948,1978
RNL,other,1161,14,0
RVW,1,3342,271,1329
