org_code,type,attendances,breaches,admissions
RF4,1,20117,2612,4441
RF4,2,647,5,0
RF4,other,2954,7,0
R1H,1,28843,5298,6612
R1H,2,662,0,0
R1H,other,10435,57,0
AD913,other,4047,0,0
RYX,other,18478,182,0
RQM,1,16478,1985,3399
RQM,other,7603,107,0
RJ6,1,6179,1044,2207
RJ6,other,3669,207,0
Y02696,other,902,0,0
NX122,other,2701,0,0
RVR,1,12294,562,3066
RVR,2,417,0,7
RJ1,1,12129,2487,3123
RJ1,2,699,0,0
RJ1,other,2920,2,0
Y03082,other,3804,0,0
RQX,1,9946,663,1605
RY9,other,4344,0,0
RYJ,1,9741,3094,3058
RYJ,2,3741,16,10
RYJ,other,10129,134,0
RJZ,1,16842,4568,4329
RJZ,2,2075,2,0
RJZ,other,4826,205,0
RAX,1,8776,1159,1731
RAX,2,974,12,0
RJ2,1,17774,3695,4868
RJ2,other,5906,312,0
R1K,1,11526,4062,4715
R1K,other,16454,122,0
RP6,2,8035,56,32
RAT,other,4821,23,0
RAP,1,13981,2301,2877
Y02973,other,807,0,0
AF003,other,406,0,0
AF002,other,570,0,0
RAL,1,18771,3278,3816
RAL,other,3065,1,0
Y03047,other,1937,0,0
RJ7,1,12654,911,3709
RJ7,other,1371,1,0
F84747,other,2612,0,0
RAS,1,5701,2295,1766
RAS,other,7860,93,0
Y03094,other,3007,0,0
E84068,other,3323,0,0
RKE,1,8271,1232,1270
RRV,1,11512,1673,1979
Y02147,other,9510,0,0
Y03201,other,2438,0,0
NL7,other,4806,0,0
RDD,1,11284,789,2268
RC1,1,5998,434,1694
M85813,other,3191,0,0
RQ3,1,5680,584,1116
RJF,1,5081,780,1723
RJF,other,4073,0,7
RGT,1,9273,2545,2823
RGT,other,3001,1,19
RFS,1,6674,634,1954
NQ108,other,2123,3,0
RDE,1,7028,898,2388
Y03571,other,5760,15,0
RTG,1,10817,1777,3363
RTG,other,3808,0,57
RY8,other,4296,3,0
NNJ,other,1648,0,0
RWH,1,9063,1416,3258
RWH,other,4259,0,0
NAX,other,336,0,0
NQ106,other,534,0,0
RLT,1,6425,931,1129
NTPAL,other,2180,0,0
NEH06,other,1838,0,0
RR1,1,18764,3164,5986
RR1,other,3222,35,1186
RY4,other,907,0,0
RQQ,1,3696,736,734
RGQ,1,7134,1032,1959
RGQ,other,368,0,157
RGP,1,5767,569,1228
RGP,other,110,0,0
RNQ,1,7145,1526,2388
C82038,other,352,0,0
RY5,other,12535,73,29
NJS05,other,3484,141,0
RC9,1,8316,126,2574
RC9,other,3750,0,0
C82009,other,330,0,0
NLO11,other,559,1,0
NLO09,other,531,5,0
RQ8,1,7393,1256,2093
RQ8,other,435,21,0
RD8,1,7112,969,1327
RD8,other,4509,0,0
Y02652,other,4067,0,0
RM1,1,9373,1410,2392
RM1,other,793,2,0
Y02646,other,4790,0,0
RGN,1,7912,2224,2019
RGN,other,758,0,0
RNS,1,8699,1609,2653
RNS,2,982,1,0
NMH01,other,5513,0,0
NR3,other,5174,104,0
RX1,1,14832,3513,4125
RX1,2,1503,12,0
RX1,other,185,1,0
NLO10,other,2979,18,0
C82010,other,259,0,0
NLO12,other,283,6,0
Y02428,other,2121,0,0
RXK,1,14002,3224,3228
RXK,2,2131,13,31
RXK,other,2729,0,0
RK5,1,8493,535,2805
RK5,other,3556,37,14
RXW,1,9692,2345,2188
RXW,other,1555,0,0
R1D,2,467,0,0
R1D,other,1871,1,0
Y02615,other,5441,0,0
RJC,1,5116,201,1702
RJC,other,614,0,0
RAJ,1,8083,1862,2239
Y02961,other,4034,0,0
RNA,1,8501,1183,2431
RNA,other,6233,0,0
RQW,1,8533,2512,1747
RCX,1,4913,467,1853
RL4,1,10573,1460,2546
RL4,other,8614,28,0
RWD,1,12422,2162,3417
RRK,1,9422,1759,2682
RKB,1,12101,2976,3862
RKB,2,1966,33,96
RKB,other,2093,6,2
RWE,1,12570,4447,3642
RWE,2,1794,48,7
RWE,other,6153,96,278
RJE,1,14356,4635,4332
RJE,2,437,0,0
RJE,other,4522,6,0
RBK,1,6175,1843,1872
RBK,other,3616,1,0
ATQ02,other,3877,0,0
RWG,1,7880,1841,2908
RWG,other,3681,13,0
RGR,1,5358,830,1931
RWP,1,9563,3122,2819
RWP,other,5239,1,0
R1A,2,692,0,0
RLQ,1,4398,994,1037
RLQ,other,2892,0,0
REM,1,6607,2446,2037
REM,other,6340,0,0
RCF,1,4585,421,965
RBS,1,5228,420,1118
RFF,1,6788,832,2082
RXL,1,6752,1687,1913
RXL,other,8674,1,0
RMC,1,9209,1889,2319
RAE,1,11184,1668,2992
NNF09,other,992,0,0
RY2,other,7317,25,0
RWY,1,12238,732,2451
NTP08,other,3949,4,0
RW3,1,12637,2357,3853
RW3,2,3545,14,179
RW3,other,9437,32,136
RLN,1,7810,638,2704
RLN,2,2072,11,39
RLN,other,2548,1,0
RJR,1,5662,730,1456
RJR,other,948,4,0
RXP,1,10727,1865,3179
RXP,other,12074,0,0
RNN,other,1015,7,0
RP5,1,10868,1247,3322
RP5,other,2581,0,330
RJN,1,3976,763,933
RJN,other,284,0,0
RXR,1,8965,2636,3086
RXR,other,6189,428,39
NNF28,other,391,0,0
RR7,1,7180,498,1614
RR7,other,2230,2,0
RCD,1,3959,295,949
RCD,other,796,0,0
RWA,1,10758,2303,3133
RWA,other,1185,2,0
RV9,other,1443,0,0
RXN,1,7255,1880,1838
RXN,other,3091,29,126
Y01231,other,2178,0,0
RR8,1,17848,3721,4802
RR8,other,1884,1,0
Y02875,other,3875,0,0
RY1,other,2327,0,0
REP,2,1043,5,118
Y01069,other,2926,0,0
RBT,1,4886,443,1772
RBT,other,1759,0,0
RXF,1,19295,4303,4575
RNL,1,7325,1038,2101
RVW,1,5748,327,1542
RVW,other,1429,3,3
RTV,other,1659,0,0
NLO01,other,6000,24,0
RJL,1,10617,1916,2458
RJL,other,1254,2,1
RTF,1,13756,908,3848
RTF,other,1608,5,1
RW6,1,22461,5318,5138
RW6,other,3975,81,94
RT2,other,4726,0,0
RQ6,1,7498,2383,2180
RQ6,2,1828,11,56
RQ6,other,10097,0,0
RM3,1,8564,1696,2737
RCU,1,5089,196,724
RHQ,1,9067,2265,2549
RHQ,2,1178,0,0
RHQ,other,7252,1,3
RTR,1,10066,705,2224
RTR,other,4967,0,19
RE9,1,4827,432,1313
RE9,other,714,4,0
RVY,1,6163,685,1919
RVY,other,4828,4,0
RBN,1,8559,2225,3410
RBN,other,5203,6,0
RWJ,1,7749,1638,2513
RMP,1,7029,943,1637
RTD,1,10653,1154,2058
RTD,2,1768,36,27
RTD,other,4446,0,3
RM2,1,8131,1066,2599
RTX,1,6951,1307,2057
RTX,other,1373,9,91
RWW,1,6560,834,2690
RWW,other,3429,6,0
RY7,other,5117,13,0
RBL,1,7840,1179,2485
RBL,other,2117,18,0
AJN,other,1538,0,0
RRF,1,7235,1192,1744
RCB,1,8771,2708,3224
RCB,other,6133,3,0
RTK,1,8510,1081,2024
RTK,other,1500,0,0
Y02688,other,3325,2,0
NQT10,other,3266,0,0
RWX,other,5049,0,0
Y04538,other,2915,7,0
RXH,1,12494,2432,3503
RXH,2,1116,0,23
NLW,other,4542,57,0
RXQ,1,6957,1376,2772
RXQ,2,1180,0,432
RXQ,other,3411,19,0
Y00058,other,2290,3,0
NLT02,other,1029,0,0
RJ8,other,7758,9,6
RN7,1,8490,971,2585
RN7,other,1495,1,0
RBD,1,3459,145,1290
RBD,other,3759,4,0
RVV,1,12064,4115,3168
RVV,other,5016,27,1324
RXC,1,8989,1583,2657
DD401,other,819,1,0
RDU,1,19752,1722,6292
R1J,other,5196,18,3
RTE,1,11045,1478,3468
RN3,1,6815,1924,2348
RN3,other,4814,29,0
RN5,1,8991,1042,2320
RN5,other,1102,0,0
NDA57,other,648,2,0
R1F,1,3008,705,779
R1F,other,1284,0,0
RYY,other,8679,5,0
NR5,other,3108,1,0
RWF,1,11651,1793,3432
RWF,other,1671,0,0
RPA,1,9429,2167,2026
RVJ,1,6748,1301,2444
RBZ,1,3452,404,1092
RBZ,other,3885,0,0
L83087,other,145,0,0
RNU,other,2521,84,0
RTH,1,10867,725,3354
RTH,2,1652,0,85
NLX02,other,541,0,0
RK9,1,8249,1381,2882
RK9,2,223,3,0
RD3,1,5397,463,1654
RD3,other,1207,0,0
RHU,1,9273,2900,3098
RHU,2,826,0,0
RHU,other,1641,2,4
RPC,other,866,2,16
RHW,1,9249,701,3071
RHW,2,1359,7,3
REF,1,5464,1257,2402
REF,other,1298,17,23
RH8,1,8143,560,1964
RH8,other,611,0,0
RA2,1,5747,686,2088
RD1,1,5888,1268,2161
RD1,other,967,13,119
RNZ,1,3731,420,996
RNZ,2,252,0,0
Y02666,other,1176,0,0
RH5,other,7479,59,0
RYF,other,1112,0,0
NTP11,other,4636,0,0
RW1,other,1951,7,5
NTPAD,other,4595,4,0
RTP,1,8077,396,2623
RDR,other,8252,68,0
RBA,1,5141,332,1642
AAH,other,197,0,0
RDZ,1,6025,312,1753
RDZ,2,1543,1,2
RA9,1,5764,695,2374
RA9,other,2522,0,0
RHM,1,8429,1365,3163
RHM,2,1371,16,15
RA7,1,9625,2445,3064
RA7,2,1801,17,4
RYR,1,11063,671,3287
RYR,other,985,6,0
RA3,1,4170,1004,944
NDA56,other,2468,17,0
G82071,other,1840,0,0
NDA55,other,2991,6,0
NLX24,other,1341,12,0
RA4,1,3821,178,1316
