org_code,type,attendances,breaches,admissions
RF4,1,21387,4921,5013
RF4,2,800,2,0
RF4,other,2921,46,0
R1H,1,26990,4896,6991
R1H,2,854,0,0
R1H,other,13909,10,0
AD913,other,4391,1,0
RYX,other,18245,145,0
RQM,1,17891,1197,3618
RQM,other,8222,103,0
RJ6,1,6617,1123,2336
RJ6,other,9769,27,0
Y02696,other,1014,0,0
RVR,1,12425,861,3439
RVR,2,469,0,10
RVR,other,990,0,0
RJ1,1,12476,1827,3305
RJ1,2,724,0,0
RJ1,other,2932,5,0
Y03082,other,3976,0,0
RQX,1,10354,426,1590
RY9,other,4722,2,0
RYJ,1,9710,2878,3260
RYJ,2,3952,27,12
RYJ,other,10257,96,0
RJZ,1,17766,4449,3936
RJZ,2,1717,4,0
RJZ,other,5340,319,0
RAX,1,9027,1056,2153
RAX,2,1073,0,0
RJ2,1,13247,2446,4479
RJ2,other,11628,216,0
R1K,1,11185,3911,5344
R1K,other,17061,323,0
RP6,2,7868,82,18
RAT,other,5131,14,0
RAP,1,14772,2655,2732
Y02973,other,773,0,0
RAL,1,18989,2695,4471
RAL,other,3094,2,0
Y03047,other,1744,0,0
RJ7,1,13239,1862,3996
RJ7,other,1275,0,0
F84747,other,2552,0,0
RAS,1,5725,2088,2038
RAS,other,7913,55,0
Y03094,other,3129,0,0
E84068,other,3183,0,0
RRV,1,11717,1701,1509
Y02147,other,9450,0,0
Y03201,other,2307,0,0
RKE,1,8549,745,1486
NL7,other,5725,0,0
8J094,other,2838,0,0
RDD,1,12303,1758,2714
RC1,1,6179,700,1988
RC1,other,193,0,0
M85813,other,3491,0,0
RQ3,1,5838,1232,1142
RJF,1,5418,1061,1885
RJF,other,4224,0,6
RGT,1,10153,1657,3289
RGT,other,3284,2,24
RFS,1,6838,227,2092
NQ108,other,2359,5,0
RDE,1,7685,905,2428
RDE,other,4411,0,0
Y03571,other,6051,3,0
RTG,1,10935,1798,3116
RTG,other,4743,3,77
RY8,other,4853,0,0
NNJ,other,1661,7,0
RWH,1,8889,2321,3042
RWH,other,4055,42,0
Y03007,other,2641,0,0
NQ106,other,548,0,0
RLT,1,6706,932,1184
NEH06,other,1648,1,0
RR1,1,19888,5052,6531
RR1,other,3263,45,1212
RY4,other,943,0,0
RGQ,1,6942,604,1886
RGQ,other,815,0,180
RGP,1,5637,565,1364
RGP,other,475,2,0
RNQ,1,7122,1683,2567
C82038,other,340,0,0
RY5,other,11885,105,8
NJS05,other,3991,117,0
RC9,1,8942,194,2647
RC9,other,2981,0,0
C82009,other,316,0,0
NLO11,other,544,1,0
NLO09,other,506,0,0
RQ8,1,8544,1449,2230
RQ8,other,183,0,0
RD8,1,7239,942,1711
RD8,other,4691,73,0
RM1,1,8465,2122,2795
RM1,other,2407,79,0
RGN,1,11450,2644,3311
RGN,other,729,1,2
RNS,1,8688,1644,2530
RNS,2,1064,10,0
NMH01,other,5593,0,0
NR3,other,4228,77,0
RX1,1,12304,2926,3805
RX1,2,1708,26,0
RX1,other,2931,29,0
NLO10,other,2089,3,0
C82010,other,337,0,0
NLO12,other,227,0,0
Y02428,other,2549,0,0
RXK,1,14676,3161,3150
RXK,2,1089,7,21
RXK,other,2529,0,0
RK5,1,8147,965,2491
RK5,other,4292,39,4
RXW,1,8535,2633,2182
RXW,other,1551,16,0
R1D,other,1950,1,0
C83023,other,592,0,0
Y02615,other,5683,0,0
RJC,1,5617,490,1767
RJC,other,656,0,0
RAJ,1,8445,1206,2586
Y02961,other,3040,0,0
RNA,1,8647,2249,1971
RNA,other,5363,6,0
RQW,1,8765,2572,1348
RCX,1,5083,666,2024
RL4,1,10892,2120,2563
RL4,other,8386,308,0
RWD,1,11208,2629,3586
RWD,other,1538,0,0
RRK,1,9522,1804,3073
RKB,1,11896,2837,4109
RKB,2,1885,35,108
RKB,other,5928,86,0
RWE,1,18807,4180,4431
RWE,2,1769,13,8
RJE,1,13843,4455,4538
RJE,2,436,0,0
RJE,other,6173,76,0
RBK,1,6416,1747,2109
RBK,other,3324,3,0
ATQ02,other,3615,0,0
RWG,1,8094,2094,3014
RWG,other,3527,5,0
RGR,1,5985,573,2158
RWP,1,9984,2983,2977
RWP,other,5273,19,0
RLQ,1,4421,847,1193
RLQ,other,374,0,0
REM,1,7087,1807,3167
REM,other,6378,0,0
RCF,1,5416,387,1088
RBS,1,5799,420,1160
NNF70,other,320,0,0
RFF,1,7091,554,2019
RXL,1,6034,2545,2268
RXL,other,10499,9,0
RMC,1,9135,1973,2449
RMC,other,936,2,33
RAE,1,11110,1962,3428
NNF09,other,2090,5,0
RY2,other,7528,123,0
RWY,1,12097,1094,3151
RLN,1,8254,814,2842
RLN,2,2164,10,44
RLN,other,2814,10,0
RJR,1,5832,1118,2107
RJR,other,721,0,0
RXP,1,11039,1089,3502
RXP,other,6094,0,0
RP5,1,10663,1179,3091
RP5,other,2630,0,572
