org_code,type,attendances,breaches,admissions
RF4,1,20369,4970,4943
RF4,2,730,2,0
RF4,other,2687,31,0
R1H,1,26727,5508,7480
R1H,2,827,1,0
R1H,other,13255,115,0
AD913,other,4505,0,0
E84069,other,1796,0,0
RYX,other,17857,70,0
RQM,1,17309,1204,3689
RQM,other,8406,82,0
RJ6,1,6607,1920,1821
RJ6,other,10445,141,0
Y02696,other,1150,0,0
RVR,1,12017,945,3253
RVR,2,454,0,9
RVR,other,964,0,0
RJ1,1,12877,2253,3202
RJ1,2,757,0,0
RJ1,other,3113,14,0
Y03082,other,3700,0,0
RQX,1,10520,597,1607
RY9,other,4958,2,0
RYJ,1,9645,3431,3053
RYJ,2,4137,129,3
RYJ,other,10180,103,0
RJZ,1,15414,4530,4212
RJZ,other,6963,203,0
Y02973,other,799,0,0
RAX,1,8854,1103,2160
RAX,2,1046,0,0
RJ2,1,12477,2690,4457
RJ2,other,11782,323,0
R1K,1,11537,3087,5620
R1K,other,16123,178,0
RP6,2,7885,266,19
RAT,other,4932,16,0
RAP,1,8138,2220,2416
RAP,2,386,7,0
RAP,other,5519,151,0
RAL,1,18962,2697,4073
RAL,other,3228,0,0
Y03047,other,1669,0,0
RJ7,1,12626,1627,3767
RJ7,other,1417,0,0
F84747,other,2511,0,0
RAS,1,5287,2511,1878
RAS,other,7724,54,0
Y03094,other,3235,0,0
Y03218,other,3456,0,0
E84068,other,2926,0,0
Y02692,other,3385,0,0
RRV,1,11202,1845,1909
Y02147,other,9680,0,0
RKE,1,8646,1183,1403
NL7,other,5397,0,0
8J094,other,2931,0,0
RDD,1,12239,1504,3071
RC1,1,6419,545,1965
RC1,other,137,0,0
M85813,other,3326,0,0
RQ3,1,4607,182,1014
RJF,1,5453,499,1790
RJF,other,4293,0,1
RGT,1,9315,1303,2999
RGT,other,3229,2,18
RFS,1,5433,297,1883
RFS,other,1608,0,0
NQ108,other,2613,0,0
RDE,1,7942,523,2398
RDE,other,4887,47,0
Y03571,other,5932,3,0
RTG,1,10905,1903,3290
RTG,other,4840,7,134
RY8,other,5943,1,0
NNJ,other,1966,7,0
RWH,1,8900,1868,2798
RWH,other,4227,17,0
Y03007,other,2440,0,0
NQ106,other,588,13,0
RLT,1,6857,1182,1067
NEH06,other,1730,2,0
RR1,1,19105,4073,6497
RR1,other,3244,30,1220
RY4,other,865,1,0
RGQ,1,6901,919,1841
RGQ,other,985,0,157
RGP,1,5362,816,1387
RGP,other,1143,24,0
RNQ,1,7222,1312,2541
C82038,other,215,0,0
RY5,other,10456,182,3
NJS05,other,4105,116,0
RC9,1,8148,167,2656
RC9,other,3518,0,0
C82009,other,356,0,0
NLO11,other,637,14,0
NLO09,other,568,17,0
RQ8,1,8280,1266,2113
RQ8,other,403,7,0
RD8,1,7244,474,1573
RD8,other,4739,5,0
RM1,1,8668,1912,2820
RM1,other,2441,72,0
RGN,1,11573,2179,3494
RGN,other,720,0,1
RNS,1,7991,1114,2520
RNS,2,1053,27,0
RNS,other,1351,0,0
NR3,other,4449,47,0
RX1,1,11825,3407,3970
RX1,2,1556,12,0
RX1,other,2783,49,0
NLO10,other,2164,14,0
C82010,other,252,0,0
NLO12,other,255,9,0
Y02428,other,2310,0,0
RXK,1,12994,2730,3231
RXK,2,1209,17,32
RXK,other,2872,0,0
RK5,1,8188,898,2599
RK5,other,4264,53,12
RXW,1,8704,2639,2291
RXW,other,1895,22,56
R1D,other,2034,9,0
C83023,other,688,0,0
Y02615,other,6023,0,0
RJC,1,5463,585,1717
RJC,other,686,1,0
RAJ,1,7003,830,2510
RAJ,other,1243,32,0
Y02961,other,3002,0,0
RNA,1,8259,1892,1935
RNA,other,5783,32,0
RQW,1,8193,2157,1768
RCX,1,5351,1001,2140
RL4,1,10709,1704,2544
RL4,other,8466,58,0
RWD,1,12165,3948,3503
RWD,other,1097,0,0
RRK,1,9831,1759,3842
RKB,1,11581,2853,4007
RKB,2,1775,25,93
RKB,other,5976,57,1
RWE,1,17840,4615,4226
RWE,2,1678,46,10
RJE,1,14076,3933,5035
RJE,2,407,0,0
RJE,other,6054,171,0
RBK,1,6193,1640,1947
RBK,other,3323,1,0
ATQ02,other,3329,0,0
RWG,1,7787,1404,2753
RWG,other,3596,4,0
RGR,1,5596,896,2113
RGR,other,371,0,0
RWP,1,10121,3810,2963
RWP,other,5311,0,0
RLQ,1,4802,957,1298
RLQ,other,320,0,0
REM,1,7240,2116,3253
REM,other,6998,5,0
RCF,1,4681,420,1105
RCF,2,527,0,0
RCF,other,225,0,0
RBS,1,4938,234,1048
NNF70,other,17,0,0
RFF,1,7656,745,2071
RXL,1,6192,2715,2282
RXL,other,11541,33,0
RMC,1,8813,1690,2234
RMC,other,985,12,33
RAE,1,9992,1773,3594
RAE,other,1020,17,0
NNF09,other,2327,10,0
RY2,other,11903,133,0
RWY,1,11892,1009,2939
RLN,1,8135,1531,2892
RLN,2,2275,7,34
RLN,other,2996,12,0
RJR,1,6015,1259,1849
RJR,other,610,4,0
RXP,1,10773,1799,3575
RXP,other,6848,0,0
RP5,1,11352,1105,3304
RP5,other,3031,0,455
Y01231,other,2365,0,0
Y01069,other,3500,0,0
RJN,1,3820,534,954
RJN,other,194,0,0
RXR,1,8691,2633,3111
RXR,other,8976,199,28
NNF94,other,2027,0,0
RR7,1,7567,426,1560
RR7,other,2576,0,0
NNFA7,other,1148,5,0
RCD,1,4150,275,831
RCD,other,701,0,0
NNF99,other,25,0,0
RWA,1,11154,1895,3102
RV9,other,766,0,0
RXN,1,5981,2292,2007
RXN,other,6969,290,406
RR8,1,16021,3629,4954
RR8,other,3316,0,0
RY1,other,2474,0,0
REP,2,1059,18,100
R0A,1,20433,3712,6110
R0A,2,3481,72,175
R0A,other,9213,25,170
RBT,1,5286,1235,2077
RBT,other,1890,9,0
RXF,1,17349,2160,3867
RXF,other,2609,18,135
Y02532,other,1735,0,0
Y03645,other,349,0,0
RNL,1,7700,1279,2023
RNL,other,1712,5,0
RVW,1,3693,306,1514
RVW,other,10624,16,643
RTV,other,1723,0,0
NLO01,other,4532,154,0
RJL,1,11418,1680,2796
RTF,1,8322,176,3947
RTF,other,8477,19,27
Y02572,other,858,0,0
Y02533,other,288,0,0
RW6,1,21486,3683,6445
RW6,other,9796,173,138
RT2,other,3499,0,0
AC008,other,1095,0,0
RQ6,1,7638,2148,2501
RQ6,2,1840,33,48
RQ6,other,9779,0,0
RM3,1,8069,1530,2646
RM3,other,666,0,0
RCU,1,4428,103,624
RCU,other,49,0,0
RHQ,1,8847,2617,2770
RHQ,2,1054,0,0
RHQ,other,7758,0,0
NQT5F,other,1901,1,0
RTR,1,10787,590,2331
RTR,other,1959,0,8
RE9,1,5357,401,1214
RE9,other,598,1,0
RVY,1,6556,1400,1788
RVY,other,3437,42,0
RBN,1,9118,2530,3873
RWJ,1,6906,1453,2511
RWJ,other,797,0,0
RMP,1,6896,1316,1736
RMP,other,5395,6,0
RTD,1,9633,855,2225
