org_code,type,attendances,breaches,admissions
RF4,1,16040,5249,4814
RF4,2,611,5,0
RF4,other,9460,95,0
R1H,1,27102,6311,8291
R1H,2,678,4,0
R1H,other,14695,82,0
AD913,other,4771,8,0
E84069,other,1956,0,0
RYX,other,17634,225,0
RQM,1,18569,1267,4290
RQM,other,9230,146,0
RJ6,1,7150,3460,1873
RJ6,other,11860,230,0
Y02696,other,1345,0,0
RVR,1,12555,1679,3528
RVR,2,414,0,4
RVR,other,2543,0,0
RJ1,1,13550,2488,3659
RJ1,2,702,0,0
RJ1,other,2551,0,0
Y03082,other,3277,329,0
RQX,1,10407,655,1683
RY9,other,4368,3,0
RYJ,1,10166,2651,3385
RYJ,2,3659,7,9
RYJ,other,9718,78,0
RJZ,1,15982,6113,4751
RJZ,other,7696,597,0
Y02973,other,714,0,0
RAX,1,9688,1248,2502
RAX,2,1007,2,0
RJ2,1,13739,3045,4853
RJ2,other,11408,394,0
R1K,1,12713,2910,6577
R1K,other,18521,204,0
RP6,2,6993,58,13
RAT,other,4379,64,0
RAP,1,8685,2078,2983
RAP,2,399,1,0
RAP,other,6415,201,0
RAL,1,20423,3857,4508
RAL,other,3283,0,0
RJ7,1,13046,2070,4084
RJ7,other,1366,0,0
RAS,1,6264,2465,1932
RAS,other,7877,95,0
Y03094,other,3549,0,0
Y03218,other,3720,0,0
RRV,1,11701,2007,1946
Y02147,other,9281,296,0
RKE,1,9219,1335,1502
NL7,other,6336,0,0
8J094,other,3215,0,0
RDD,1,13078,666,3399
RC1,1,6185,532,2101
RC1,other,863,0,0
M85813,other,3189,0,0
RQ3,1,5464,727,1232
RGT,1,10069,1826,3508
RGT,other,2982,0,20
RFS,1,5777,924,2251
RFS,other,1706,0,0
NQ108,other,2190,1,0
Y03571,other,6427,0,0
RY8,other,5426,0,0
NNJ,other,2072,29,0
RWH,1,9344,1733,3290
RWH,other,3847,0,0
RDE,1,16135,1916,4917
RDE,other,5820,19,152
Y03007,other,2824,0,0
NQ106,other,453,1,0
RLT,1,6969,1537,1349
NEH06,other,1567,0,0
RY4,other,762,0,0
RGP,1,6089,823,1568
RGP,other,452,11,0
RNQ,1,7858,1614,2711
C82038,other,146,0,0
RY5,other,10140,152,1
NJS05,other,4654,199,0
RC9,1,8929,247,2858
RC9,other,4034,0,0
C82009,other,302,0,0
NLO11,other,669,78,0
NLO09,other,539,19,0
RQ8,1,8412,1936,2354
RQ8,other,380,15,0
RD8,1,7149,915,2030
RD8,other,4923,9,0
RM1,1,9273,2817,3013
RM1,other,2181,119,0
RGN,1,12690,2635,3597
RGN,other,643,0,0
RNS,1,8918,1871,3194
RNS,2,943,2,0
RNS,other,1411,0,0
NMH01,other,5310,0,0
NR3,other,4713,31,0
RX1,1,13756,6147,4146
RX1,2,1419,11,0
RX1,other,1862,171,0
NLO10,other,2124,109,0
C82010,other,206,0,0
NLO12,other,299,0,0
Y02428,other,1879,0,0
RXK,1,13604,4432,3744
RXK,2,1009,3,40
RXK,other,3140,1,0
RK5,1,8600,609,3017
RK5,other,4810,78,5
RXW,1,9311,3878,2765
RXW,other,2153,75,42
R1D,other,1985,0,0
C83023,other,661,0,0
Y02615,other,6309,0,0
RJC,1,5843,524,2000
RJC,other,659,0,0
RAJ,1,6703,1833,2541
RAJ,other,1908,26,322
Y02961,other,3005,0,0
RNA,1,9019,2819,2291
RNA,other,6159,1,0
RQW,1,9172,2482,2401
RCX,1,5678,909,2066
RL4,1,11494,1440,2873
RL4,other,9090,161,0
RWD,1,11941,4438,3933
RWD,other,1893,0,0
RRK,1,30979,8981,11401
RRK,other,3067,36,1457
RKB,1,12470,2775,4631
RKB,2,1716,6,91
RKB,other,5997,114,0
RTG,1,17664,3870,5979
RTG,other,9233,10,114
RWE,1,20073,5721,5002
RWE,2,1551,16,12
RJE,1,15225,4101,6129
RJE,2,415,0,0
RJE,other,6544,22,0
RBK,1,6894,2123,2154
RBK,other,3197,5,0
ATQ02,other,3378,0,0
RWG,1,8690,2886,3064
RWG,other,4066,18,0
RGR,1,5852,531,2126
RGR,other,303,0,0
RWP,1,10561,4426,3236
RWP,other,4720,2,0
RLQ,1,5074,1411,1440
REM,1,7617,1792,3714
REM,other,340,2,0
RCF,1,5101,720,1553
RCF,2,556,0,0
RCF,other,126,0,0
RBS,1,5113,238,1129
RFF,1,8387,277,2492
RXL,1,6002,2134,2501
RXL,other,10845,58,0
RMC,1,8900,1846,2277
RMC,other,970,9,25
RAE,1,10566,2591,2969
RAE,other,1278,6,119
NNF09,other,1952,7,0
RY2,other,11482,134,0
RWY,1,12686,1371,3180
RLN,1,9003,1551,3068
RLN,2,1793,14,21
RLN,other,2909,9,0
RJR,1,6081,1422,1929
RJR,other,629,2,0
RXP,1,11316,1993,3939
RXP,other,6157,0,0
RP5,1,11878,1252,3443
RP5,other,2498,4,465
Y01069,other,3303,0,0
Y01231,other,2203,8,0
RJN,1,3838,1005,1003
RJN,other,100,0,0
RXR,1,9804,2834,3650
RXR,other,5509,237,27
NNF94,other,1812,5,0
RR7,1,7906,876,1877
RR7,other,2597,3,0
NNFA7,other,988,5,0
RCD,1,4391,385,1110
RCD,other,667,0,0
