org_code,type,attendances,breaches,admissions
RF4,1,20878,3623,4091
RF4,2,735,28,0
RF4,other,2858,14,0
R1H,1,29016,4273,6576
R1H,2,667,1,0
R1H,other,9808,119,0
AD913,other,4578,2,0
RYX,other,19122,13,0
RQM,1,16761,1178,3321
RQM,other,7362,28,0
RJ6,1,6008,531,1967
RJ6,other,4442,74,0
Y02696,other,1029,0,0
NX122,other,2738,0,0
RVR,1,13188,809,3370
RVR,2,456,6,7
RJ1,1,12777,1517,3057
RJ1,2,751,0,0
RJ1,other,3015,0,0
Y03082,other,3690,0,0
RQX,1,10751,490,1641
RY9,other,4805,3,0
RYJ,1,9693,1925,3317
RYJ,2,4007,50,5
RYJ,other,11077,88,0
RJZ,1,17404,3805,4486
RJZ,2,2081,2,0
RJZ,other,5513,314,0
RAX,1,8832,612,1637
RAX,2,992,2,0
RJ2,1,17635,3245,4459
RJ2,other,5796,254,0
R1K,1,11477,2544,5374
R1K,other,17557,100,0
RP6,2,8822,88,29
RAT,other,5038,46,0
RAP,1,13445,1470,2356
Y02973,other,852,0,0
Y02585,other,880,1,0
AF003,other,568,0,0
AF002,other,750,0,0
RAL,1,19112,1961,4008
RAL,other,3517,0,0
Y03047,other,1849,0,0
RJ7,1,13302,829,3712
RJ7,other,1450,0,0
F84747,other,2305,0,0
RAS,1,5359,1872,1707
RAS,other,8633,64,0
Y03094,other,3294,0,0
Y02987,other,1019,0,0
E84068,other,3360,0,0
RKE,1,8277,998,1392
RRV,1,12121,1227,2044
Y02147,other,9933,0,0
Y03201,other,2508,0,0
NL7,other,5174,0,0
RDD,1,11719,1832,2184
RC1,1,6446,672,1833
RYW,2,431,0,0
M85813,other,3156,0,0
RQ3,1,4832,257,902
RJF,1,5756,873,1598
RJF,other,5064,1,0
RGT,1,10081,2288,3123
RGT,other,3253,12,0
RFS,1,7301,881,1948
NQ108,other,3149,4,0
RDE,1,7660,924,2441
Y03571,other,6224,9,0
Y02613,other,4059,0,0
RTG,1,12240,2251,3537
RTG,other,3808,0,0
RY8,other,5471,3,0
NNJ,other,1917,0,0
RWH,1,9286,2231,3211
RWH,other,4833,2,0
NAX,other,727,0,0
NQ106,other,793,9,0
RLT,1,6820,740,1137
NTPAL,other,2099,0,0
Y02662,other,1355,0,0
NEH06,other,2123,0,0
RR1,1,19568,2461,5841
RR1,other,3916,23,1188
RY4,other,924,0,0
RQQ,1,4274,811,865
RGQ,1,7986,679,2095
RGQ,other,491,0,162
RGP,1,7062,650,1191
RNQ,1,7788,1086,2581
C82038,other,372,0,0
RY5,other,14943,212,45
NJS05,other,3932,53,0
RC9,1,8984,111,2420
RC9,other,3657,0,0
C82009,other,400,0,0
NLO11,other,639,0,0
NLO09,other,520,0,0
RQ8,1,8126,1936,1977
RQ8,other,467,24,0
RD8,1,7815,546,1372
RD8,other,5170,1,0
RM1,1,10303,1080,2891
RM1,other,1252,0,0
Y02646,other,4904,0,0
RGN,1,8819,2422,2215
RGN,other,834,1,0
RNS,1,9296,904,2845
RNS,2,920,8,0
NMH01,other,5936,0,0
NR3,other,5352,73,0
RX1,1,15291,4762,3957
RX1,2,1588,3,0
RX1,other,245,2,0
NLO10,other,2852,16,0
C82010,other,353,0,0
NLO12,other,353,0,0
Y02428,other,2158,0,0
RXK,1,14488,2128,3141
RXK,2,2017,40,36
RXK,other,2864,21,0
RK5,1,9563,670,2608
RK5,other,3812,27,10
RXW,1,10919,1673,2254
RXW,other,1880,0,0
R1D,2,363,0,0
R1D,other,2349,1,0
Y02568,other,3527,0,0
Y02615,other,5599,0,0
RJC,1,5701,300,1671
RJC,other,717,0,0
RAJ,1,9007,1286,2168
Y02961,other,3882,0,0
RNA,1,8947,596,2599
RNA,other,6786,0,0
RQW,1,8919,2477,1405
RQW,other,189,0,0
RCX,1,5806,480,1905
RL4,1,11561,1845,2694
RL4,other,4663,0,0
RWD,1,14680,3148,3653
RRK,1,9842,1333,2744
RKB,1,11961,2778,3639
RKB,2,1927,54,84
RKB,other,2515,19,3
RWE,1,12275,4450,3381
RWE,2,1925,138,11
RWE,other,5949,64,241
RJE,1,15596,4317,4396
RJE,2,384,0,0
RJE,other,5293,45,0
RBK,1,6629,1518,1881
RBK,other,4036,1,0
ATQ02,other,3785,0,0
RWG,1,8223,2081,2915
RWG,other,4503,57,0
RGR,1,5996,861,2022
NLO20,other,3761,14,0
RWP,1,11004,2465,3000
RWP,other,6211,5,0
R1A,2,730,0,0
RLQ,1,4891,888,944
RLQ,other,3172,0,0
REM,1,7374,2026,2296
REM,other,7051,0,0
RCF,1,5124,496,1103
RBS,1,4869,210,1140
RFF,1,7335,630,2140
RXL,1,8166,2443,2166
RXL,other,9813,4,0
RMC,1,9951,1798,2325
RAE,1,11926,1212,2919
NNF09,other,1333,0,0
RY2,other,8882,32,0
RWY,1,13307,749,2657
NTP08,other,3999,0,0
RW3,1,12605,1955,3673
RW3,2,3658,21,162
RW3,other,10377,35,138
RLN,1,7533,611,2754
RLN,2,2490,8,38
RLN,other,2433,8,0
RJR,1,6159,619,1816
RJR,other,688,3,0
RXP,1,11688,1228,3295
RXP,other,13708,0,0
RNN,other,1443,0,0
RP5,1,12047,1072,3151
RP5,other,3100,0,296
RJN,1,4298,957,900
RJN,other,354,0,0
RXR,1,9702,2220,3303
RXR,other,6076,264,51
NNF28,other,460,0,0
RR7,1,7635,264,1743
RR7,other,2396,2,0
RCD,1,4312,220,972
RCD,other,926,0,0
RWA,1,11987,2336,1744
RWA,other,1467,17,0
RV9,other,2040,2,0
RXN,1,8079,1282,2037
RXN,other,3355,11,132
Y01231,other,2936,0,0
RR8,1,18514,2742,6605
RR8,other,2311,0,0
Y02875,other,3768,0,0
RY1,other,2092,0,0
REP,2,1065,45,107
Y01069,other,3031,0,0
RBT,1,5520,856,1986
RBT,other,2144,0,0
RXF,1,21039,2977,4463
RNL,1,8156,701,1926
RVW,1,6330,382,1635
RVW,other,1882,4,5
RTV,other,1861,0,0
NLO01,other,6440,48,0
RJL,1,12160,1189,2559
RJL,other,1869,4,0
RTF,1,15282,589,3995
RTF,other,2483,1,0
RW6,1,23354,4895,4749
RW6,other,4230,177,132
RT2,other,5111,0,0
RQ6,1,7809,1609,2316
RQ6,2,1930,0,55
RQ6,other,10403,0,0
RM3,1,8814,1604,2777
RCU,1,4715,144,611
RHQ,1,9791,2369,2810
RHQ,2,1158,0,0
RHQ,other,6586,0,2
RTR,1,11692,498,2100
RTR,other,5843,0,34
RE9,1,5346,444,1209
RE9,other,843,0,0
RVY,1,6509,1407,1882
RVY,other,5244,6,0
RBN,1,9194,2126,3364
RBN,other,5634,10,0
RWJ,1,8503,1571,2405
RMP,1,7609,1143,1776
RTD,1,10532,423,2444
RTD,2,1820,19,20
RTD,other,4335,0,4
RFR,1,6982,760,1496
RM2,1,8463,1116,2620
RTX,1,7987,1337,2247
RTX,other,2146,57,128
RWW,1,7090,780,2801
RWW,other,3701,9,0
RY7,other,6068,30,0
RBL,1,8199,1209,2339
RBL,other,2456,11,0
AJN,other,1857,0,0
RRF,1,8080,835,2006
RCB,1,9561,1213,3264
RCB,other,8148,90,0
RTK,1,8631,812,1993
RTK,other,1334,4,0
Y02688,other,3148,5,0
NQT10,other,3408,0,0
RWX,other,5999,0,0
RXH,1,13379,2310,3593
RXH,2,1163,0,29
NLW,other,5306,124,0
RXQ,1,7460,983,2826
RXQ,2,1194,0,409
RXQ,other,3886,47,0
Y00058,other,2761,12,0
NLT02,other,1272,0,0
RJ8,other,10920,17,7
RN7,1,8928,1333,2318
RBD,1,4077,368,1380
RDY,other,6894,11,7
RVV,1,13504,3151,3232
RVV,other,5080,37,972
RXC,1,10144,1768,2618
RDU,1,21519,2143,6382
R1J,other,7072,30,1
RTE,1,11969,1676,3757
RN3,1,7048,1640,2355
RN3,other,6165,24,0
RN5,1,9896,1384,2371
RN5,other,858,0,0
NDA57,other,755,4,0
R1F,1,3929,755,867
R1F,other,2037,0,0
RYY,other,11634,4,0
NR5,other,4442,0,0
RWF,1,12947,1861,3388
RWF,other,2193,0,0
RPA,1,10415,2127,2199
RVJ,1,7637,1572,2561
RBZ,1,4379,609,1175
RBZ,other,6872,0,0
L83087,other,163,0,0
RNU,other,3237,163,0
RTH,1,11736,1673,3324
RTH,2,1760,0,72
NLX02,other,741,2,0
RK9,1,8569,1555,2773
RK9,2,271,0,0
RD3,1,6244,542,1612
RHU,1,9742,2519,2941
RHU,2,812,3,0
RHU,other,2217,0,5
RPC,other,989,9,16
RHW,1,9569,990,3341
RHW,2,1375,0,0
REF,1,6715,1266,2789
REF,other,1973,15,25
RH8,1,8959,695,1716
RA2,1,6109,752,1875
RD1,1,6460,1301,2151
RD1,other,1017,21,83
RNZ,1,4341,453,1083
RNZ,2,314,7,0
Y02666,other,2171,0,0
RH5,other,9025,27,0
NTP11,other,4725,4,0
RW1,other,2946,31,6
NTPAD,other,5203,9,0
RTP,1,8406,391,2447
RDR,other,9779,139,0
RBA,1,5884,398,1705
AAH,other,237,0,0
RDZ,1,6997,357,1791
RDZ,2,1591,0,10
RA9,1,6971,819,2657
RA9,other,3708,0,0
RHM,1,8859,778,3254
RHM,2,1639,5,10
RA7,1,9180,1159,2863
RA7,2,1925,26,16
RYR,1,12832,847,3412
RYR,other,1016,4,0
RA3,1,5042,778,1085
