org_code,type,attendances,breaches,admissions
RF4,1,19435,2141,4243
RF4,2,697,6,0
RF4,other,2432,0,0
R1H,1,28857,3879,6846
R1H,2,769,24,0
R1H,other,9842,56,0
AD913,other,4296,1,0
RYX,other,18729,74,0
RQM,1,15918,1388,3260
RQM,other,7187,49,0
RJ6,1,5885,911,1899
RJ6,other,3964,249,0
Y02696,other,773,0,0
NX122,other,2368,0,0
RVR,1,12184,353,2952
RVR,2,493,0,9
RJ1,1,12240,1745,3166
RJ1,2,801,0,0
RJ1,other,3052,1,0
Y03082,other,3629,0,0
RQX,1,10089,542,1552
RY9,other,4430,0,0
RYJ,1,9515,2595,3219
RYJ,2,3955,53,10
RYJ,other,10854,204,0
RJZ,1,16771,4042,4482
RJZ,2,2043,8,0
RJZ,other,5049,242,0
RAX,1,8796,759,1641
RAX,2,1056,1,0
RJ2,1,17094,2873,4715
RJ2,other,5629,218,0
R1K,1,11733,3227,5086
R1K,other,16458,85,0
RP6,2,8613,102,78
RAT,other,4685,22,0
RAP,1,13251,1633,2651
Y02973,other,738,0,0
AF003,other,577,0,0
AF002,other,656,0,0
RAL,1,18436,2626,3862
RAL,other,3318,0,0
Y03047,other,1829,0,0
RJ7,1,12699,1107,3704
RJ7,other,1562,0,0
F84747,other,2532,0,0
RAS,1,5222,1950,1744
RAS,other,8114,68,0
Y03094,other,3277,0,0
E84068,other,2809,0,0
RKE,1,8020,531,1205
RRV,1,11401,1492,2016
Y02147,other,9182,0,0
Y03201,other,2460,0,0
NL7,other,4401,0,0
RDD,1,11182,1080,2176
RC1,1,6068,568,1891
M85813,other,3040,0,0
RQ3,1,4740,201,1010
RJF,1,5287,784,1619
RJF,other,4403,0,5
RGT,1,9345,2677,2860
RGT,other,3453,5,21
RFS,1,6537,565,1868
NQ108,other,2789,4,0
RDE,1,7386,413,2526
Y03571,other,5549,43,0
Y02613,other,3761,0,0
RTG,1,11344,1957,3318
RTG,other,3747,0,0
RY8,other,5048,2,0
NNJ,other,1536,0,0
RWH,1,8891,2291,3011
RWH,other,4423,0,0
NAX,other,552,0,0
NQ106,other,674,0,0
RLT,1,6363,584,1091
NTPAL,other,1918,0,0
Y02662,other,1560,0,0
NEH06,other,2019,0,0
RR1,1,18682,2905,5709
RR1,other,3561,34,1235
RY4,other,1026,1,0
RQQ,1,3997,814,917
RGQ,1,7508,782,1990
RGQ,other,495,0,163
RGP,1,6446,759,1203
RNQ,1,7205,662,2387
C82038,other,480,0,0
RY5,other,13425,116,38
NJS05,other,3550,92,0
RC9,1,8298,102,2318
RC9,other,3326,0,0
C82009,other,426,0,0
NLO11,other,567,1,0
NLO09,other,530,0,0
RQ8,1,7926,1277,2128
RQ8,other,401,15,0
RD8,1,7178,671,1219
RD8,other,4380,5,0
RM1,1,9787,951,2452
RM1,other,1034,0,0
Y02646,other,4787,0,0
RGN,1,7872,1201,2167
RGN,other,797,1,1
RNS,1,8948,1069,2652
RNS,2,1005,5,0
NMH01,other,5518,0,0
NR3,other,4814,20,0
RX1,1,14328,3001,3805
RX1,2,1604,29,0
RX1,other,242,3,0
NLO10,other,2783,8,0
C82010,other,328,0,0
NLO12,other,306,0,0
Y02428,other,1929,0,0
RXK,1,14180,2020,2936
RXK,2,2146,31,27
RXK,other,2568,0,0
RK5,1,9138,604,2575
RK5,other,3176,24,2
RXW,1,10012,2131,2038
RXW,other,1493,0,0
R1D,2,467,0,0
R1D,other,2167,0,0
Y02568,other,3519,0,0
Y02615,other,5105,0,0
RJC,1,5230,279,1587
RJC,other,698,0,0
RAJ,1,8485,1661,2125
Y02961,other,3308,0,0
RNA,1,8612,677,2407
RNA,other,5750,0,0
RQW,1,8196,2258,1352
RQW,other,189,1,0
RCX,1,5325,191,1920
RL4,1,10999,1123,2556
RL4,other,7409,7,0
RWD,1,12673,2737,3392
RRK,1,9578,1751,2693
RKB,1,11266,1502,3835
RKB,2,1981,25,93
RKB,other,2325,8,5
RWE,1,12668,3818,3448
RWE,2,1816,31,8
RWE,other,5069,83,219
RJE,1,14011,3986,4183
RJE,2,423,0,0
RJE,other,4903,6,0
RBK,1,6159,1312,1854
RBK,other,3538,0,0
ATQ02,other,3690,0,0
RWG,1,7677,1723,2807
RWG,other,4224,38,0
RGR,1,5717,674,1979
RWP,1,9872,2721,2687
RWP,other,5915,0,0
R1A,2,734,0,0
RLQ,1,4570,1078,1045
RLQ,other,2772,0,0
REM,1,6937,2128,2130
REM,other,6755,0,0
RCF,1,4723,409,928
RBS,1,4625,173,1025
RFF,1,6962,369,1995
RXL,1,7332,1769,1927
RXL,other,9308,7,0
RMC,1,9293,1201,2177
RAE,1,11070,1308,2778
NNF09,other,1143,0,0
RY2,other,7697,86,0
RWY,1,12911,725,2489
NTP08,other,3651,0,0
RW3,1,12756,1928,3787
RW3,2,3706,7,164
RW3,other,10129,21,150
RLN,1,7076,708,2725
RLN,2,2254,12,32
RLN,other,2500,3,0
RJR,1,6246,766,1600
RJR,other,624,1,0
RXP,1,10859,1077,3079
RXP,other,12411,0,0
RNN,other,1276,9,0
RP5,1,11409,840,3305
RP5,other,2894,0,290
RJN,1,4140,680,977
RJN,other,329,0,0
RXR,1,9259,2181,3204
RXR,other,5782,421,43
NNF28,other,456,0,0
RR7,1,7239,315,1545
RR7,other,2117,1,0
RCD,1,4015,185,857
RCD,other,931,0,0
RWA,1,11011,1635,1587
RWA,other,1368,0,0
RV9,other,1804,2,0
RXN,1,7527,1119,1793
RXN,other,3247,17,99
Y01231,other,2489,0,0
RR8,1,17863,2024,6265
RR8,other,2227,0,0
Y02875,other,3686,0,0
RY1,other,1948,0,0
REP,2,1164,8,120
Y01069,other,2806,0,0
RBT,1,5235,571,1900
RBT,other,2052,0,0
RXF,1,19679,3083,4321
RNL,1,7804,887,1922
RVW,1,6016,386,1612
RVW,other,1834,2,3
RTV,other,1739,0,0
NLO01,other,5825,40,0
RJL,1,11207,981,2463
RJL,other,1647,3,0
RTF,1,14706,738,3960
RTF,other,2181,4,1
RW6,1,22098,3871,4625
RW6,other,4081,135,122
RT2,other,4846,1,0
RQ6,1,7619,2113,2105
RQ6,2,1891,9,55
RQ6,other,10282,0,0
RM3,1,8252,661,2696
RCU,1,4482,70,635
RHQ,1,9270,1298,2646
RHQ,2,1199,1,0
RHQ,other,6544,0,0
RTR,1,10703,571,1920
RTR,other,5247,0,26
RE9,1,4952,403,1222
RE9,other,678,4,0
RVY,1,6436,953,1875
RVY,other,4839,6,0
RBN,1,8493,1728,3252
RBN,other,5449,16,0
RWJ,1,8008,2309,2270
RMP,1,7110,1224,1710
RTD,1,10138,536,2255
RTD,2,1739,18,24
RTD,other,4176,0,3
RFR,1,6439,466,1302
RM2,1,8183,426,2575
RTX,1,7384,1556,2053
RTX,other,1573,64,98
RWW,1,6729,533,2610
RWW,other,3582,8,0
RY7,other,4993,8,0
RBL,1,7832,1108,2334
RBL,other,2202,3,0
AJN,other,1762,0,0
RRF,1,7256,584,1809
RCB,1,9121,1451,3272
RCB,other,7250,35,0
RTK,1,8165,940,1957
RTK,other,1406,0,0
Y02688,other,3034,0,0
NQT10,other,3166,0,0
RWX,other,5578,0,0
RXH,1,12501,2216,3261
RXH,2,1135,0,19
NLW,other,5073,79,0
RXQ,1,6932,932,2867
RXQ,2,1284,0,482
RXQ,other,3675,26,0
Y00058,other,2576,6,0
NLT02,other,1291,0,0
RJ8,other,9635,13,2
RN7,1,8390,768,2301
RN7,other,1793,2,0
RBD,1,3686,260,1275
RDY,other,5883,11,0
RVV,1,12873,2811,3150
RVV,other,5033,17,1161
RXC,1,9470,1846,2435
RDU,1,19981,829,6141
R1J,other,6129,26,2
RTE,1,11303,1250,3457
RN3,1,6865,1245,2203
RN3,other,5360,38,0
RN5,1,9023,1026,2206
RN5,other,1294,0,0
NDA57,other,739,6,0
R1F,1,3634,743,800
R1F,other,1612,0,0
RYY,other,10978,3,0
NR5,other,3961,0,0
RWF,1,11939,1499,3355
RWF,other,2165,0,0
RPA,1,9699,1830,2028
RVJ,1,7329,1194,2598
RBZ,1,3705,417,1138
RBZ,other,5943,0,0
L83087,other,180,0,0
RNU,other,3354,80,0
RTH,1,10914,2169,3188
RTH,2,1696,0,65
NLX02,other,637,0,0
RK9,1,8166,1321,2710
RK9,2,287,1,0
RD3,1,5527,500,1666
RHU,1,9274,2382,3013
RHU,2,855,1,0
RHU,other,1954,2,6
RPC,other,961,13,33
RHW,1,9120,1007,3296
RHW,2,1339,14,6
REF,1,5984,1436,2527
REF,other,1687,17,12
RH8,1,8358,950,1803
RA2,1,5956,1043,2030
RD1,1,6069,821,1982
RD1,other,910,11,96
RNZ,1,4008,311,1029
RNZ,2,326,0,0
Y02666,other,1314,0,0
RH5,other,7706,47,0
NTP11,other,4409,7,0
RW1,other,2514,22,4
NTPAD,other,4792,6,0
RTP,1,7950,283,2349
RDR,other,9245,192,0
RBA,1,5589,670,1739
AAH,other,244,0,0
RDZ,1,6352,427,1767
RDZ,2,1564,0,8
RA9,1,6142,698,2479
RA9,other,3297,0,1
RHM,1,8147,563,3043
RHM,2,1590,7,11
RA7,1,8753,1334,2712
RA7,2,1889,14,15
RYR,1,11753,523,3238
RYR,other,965,3,0
RA3,1,4617,957,975
NDA56,other,2706,23,0
G82071,other,2254,0,0
NDA55,other,3143,2,0
NLX24,other,1582,17,0
RA4,1,3767,236,871
