org_code,type,attendances,breaches,admissions
RF4,1,20827,4492,4306
RF4,2,563,0,0
RF4,other,2753,7,0
R1H,1,29397,5366,6673
R1H,2,614,14,0
R1H,other,11052,69,0
AD913,other,4542,2,0
RYX,other,19018,23,0
RQM,1,16705,929,3590
RQM,other,7763,105,0
RJ6,1,6274,697,2025
RJ6,other,4315,55,0
Y02696,other,1232,0,0
NX122,other,2928,0,0
RVR,1,12984,889,3056
RVR,2,417,0,6
RJ1,1,13263,1815,3154
RJ1,2,748,0,0
RJ1,other,3085,0,0
Y03082,other,3753,0,0
RQX,1,11052,736,1612
RY9,other,4849,9,0
RYJ,1,9758,2224,3388
RYJ,2,3946,34,14
RYJ,other,11194,252,0
RJZ,1,17656,3515,4531
RJZ,2,2286,20,0
RJZ,other,5626,284,0
RAX,1,9241,794,1638
RAX,2,917,9,0
RJ2,1,18202,3064,3909
RJ2,other,5688,209,0
R1K,1,12786,3145,5487
R1K,other,15782,278,0
RP6,2,8908,243,40
RAT,other,5255,49,0
RAP,1,14979,4059,2215
Y02973,other,739,0,0
Y02585,other,856,4,0
AF003,other,527,0,0
AF002,other,719,0,0
RAL,1,19574,1733,4251
RAL,other,3383,0,0
Y03047,other,1906,0,0
RJ7,1,13504,960,3764
RJ7,other,1563,2,0
F84747,other,2689,0,0
RAS,1,5268,1992,1697
RAS,other,9003,74,0
Y03094,other,3059,0,0
Y02987,other,1031,0,0
E84068,other,3250,0,0
RKE,1,8540,1205,1407
RRV,1,12155,1419,2052
Y02147,other,10093,0,0
Y03201,other,2431,0,0
NL7,other,5396,0,0
RDD,1,11812,2089,2023
RC1,1,6508,475,1848
RYW,2,457,0,0
M85813,other,3323,0,0
RQ3,1,5042,212,875
RJF,1,5604,1112,1633
RJF,other,4605,0,0
RGT,1,9829,2229,3135
RGT,other,3119,0,0
RFS,1,7158,926,1999
NQ108,other,2855,2,0
RDE,1,7359,1081,2482
Y03571,other,6204,1,0
Y02613,other,4412,0,0
RTG,1,12110,1631,3598
RTG,other,4149,1,0
RY8,other,5071,1,0
NNJ,other,1908,0,0
RWH,1,9162,2104,3148
RWH,other,4672,7,0
NAX,other,532,0,0
NQ106,other,657,1,0
RLT,1,6320,470,1209
NTPAL,other,2156,0,0
Y02662,other,1211,0,0
NEH06,other,1922,1,0
RR1,1,20285,3106,6023
RR1,other,3752,62,1204
RY4,other,912,0,0
RQQ,1,4287,1031,954
RGQ,1,7646,482,2146
RGQ,other,496,0,157
RGP,1,6683,345,1123
RNQ,1,7571,991,2450
C82038,other,377,0,0
RY5,other,14596,115,40
NJS05,other,3934,87,0
RC9,1,8932,158,2505
RC9,other,3666,0,0
C82009,other,313,0,0
NLO11,other,642,1,0
NLO09,other,475,1,0
RQ8,1,8025,1758,1945
RQ8,other,565,10,0
RD8,1,7651,676,1387
RD8,other,4989,5,0
RM1,1,9941,1227,2955
RM1,other,1065,0,0
Y02646,other,5224,0,0
RGN,1,8527,1940,2373
RGN,other,784,1,0
RNS,1,9230,1086,2870
RNS,2,929,12,0
NMH01,other,6014,0,0
NR3,other,5039,186,0
RX1,1,15682,4338,3828
RX1,2,1491,7,0
RX1,other,213,1,0
NLO10,other,2972,16,0
C82010,other,345,0,0
NLO12,other,281,0,0
Y02428,other,2237,0,0
RXK,1,15009,1401,3256
RXK,2,2346,50,28
RXK,other,3011,0,0
RK5,1,9247,593,2663
RK5,other,3959,46,11
RXW,1,10642,1922,2298
RXW,other,2012,0,0
R1D,2,437,0,0
R1D,other,2222,1,0
Y02568,other,4028,0,0
Y02615,other,5954,0,0
RJC,1,5447,263,1633
RJC,other,702,0,0
RAJ,1,8838,1036,2322
Y02961,other,4100,0,0
RNA,1,8800,627,2581
RNA,other,7119,0,0
RQW,1,8693,2350,2062
RQW,other,238,0,0
RCX,1,5496,762,1847
RL4,1,11800,1922,2771
RL4,other,4664,0,0
RWD,1,14646,2414,3704
RRK,1,10199,1843,2878
RKB,1,12263,3132,3882
RKB,2,1855,30,82
RKB,other,2473,5,3
RWE,1,12817,4080,3622
RWE,2,1848,57,4
RWE,other,6318,90,228
RJE,1,16008,4424,4751
RJE,2,394,0,0
RJE,other,5118,40,0
RBK,1,6251,923,1848
RBK,other,4267,10,0
ATQ02,other,3914,0,0
RWG,1,8006,1702,2864
RWG,other,4555,67,0
RGR,1,5930,775,1880
NLO20,other,3582,44,0
RWP,1,11100,2957,3111
RWP,other,5761,0,0
R1A,2,746,0,0
RLQ,1,4957,846,899
RLQ,other,3709,0,0
REM,1,7096,1790,2556
REM,other,6552,0,0
RCF,1,5095,386,1028
RBS,1,5189,332,1026
RFF,1,7393,341,2057
RXL,1,7754,1997,1981
RXL,other,9878,3,0
RMC,1,10051,1874,2304
RAE,1,12286,1211,2836
NNF09,other,1076,0,0
RY2,other,8566,40,0
RWY,1,13588,897,2658
NTP08,other,3884,8,0
RW3,1,13280,1636,3716
RW3,2,3474,8,143
RW3,other,10333,14,172
RLN,1,7643,699,2618
RLN,2,2345,9,32
RLN,other,2700,5,0
RJR,1,6232,524,1831
RJR,other,726,1,0
RXP,1,11675,1772,3266
RXP,other,14340,0,0
RNN,other,1255,30,0
RP5,1,11950,1015,3340
RP5,other,2808,0,370
RJN,1,4252,764,910
RJN,other,398,0,0
RXR,1,10033,2195,3227
RXR,other,6470,203,59
NNF28,other,351,0,0
RR7,1,7745,332,1775
RR7,other,2522,4,0
RCD,1,4304,234,930
RCD,other,876,0,0
RWA,1,11639,1832,1627
RWA,other,1363,3,0
RV9,other,1821,1,0
RXN,1,8147,1452,2032
RXN,other,3312,6,146
Y01231,other,2841,0,0
RR8,1,18873,2040,6756
RR8,other,2307,0,0
Y02875,other,3615,0,0
RY1,other,2402,0,0
REP,2,1039,21,110
Y01069,other,3455,0,0
RBT,1,5879,1130,2148
RBT,other,1937,0,0
RXF,1,21016,2804,4531
RNL,1,8328,1071,1982
RVW,1,6264,525,1559
RVW,other,1710,1,4
RTV,other,1877,0,0
NLO01,other,6551,32,0
RJL,1,11708,920,2598
RJL,other,1846,1,0
RTF,1,15060,539,3913
RTF,other,2130,0,0
RW6,1,23710,3693,4946
RW6,other,4535,125,102
RT2,other,5196,2,0
RQ6,1,8027,1905,2409
RQ6,2,1936,5,45
RQ6,other,10415,0,0
RM3,1,9015,882,2993
RCU,1,5130,102,678
RHQ,1,9642,1933,2796
RHQ,2,1166,0,1
RHQ,other,7452,0,3
RTR,1,11500,784,2108
RTR,other,6229,0,32
RE9,1,5751,473,1381
RE9,other,823,3,0
RVY,1,6394,1201,2001
RVY,other,5426,8,0
RBN,1,9206,1872,3297
RBN,other,5568,16,0
RWJ,1,8559,1578,2376
RMP,1,7680,602,1881
RTD,1,10941,872,2366
RTD,2,1625,40,20
RTD,other,4573,1,1
RFR,1,6978,691,1468
RM2,1,8355,2020,2376
RTX,1,8216,912,2259
RTX,other,2035,58,130
RWW,1,7126,829,2780
