org_code,type,attendances,breaches,admissions
RF4,1,21821,4312,4820
RF4,2,684,0,0
RF4,other,2888,1,0
R1H,1,29615,6075,6339
R1H,2,733,27,0
R1H,other,11196,164,0
AD913,other,4734,3,0
RYX,other,19780,145,0
RQM,1,17871,1960,3825
RQM,other,8117,52,0
RJ6,1,6439,967,2141
RJ6,other,7379,245,0
Y02696,other,1173,0,0
RVR,1,13172,606,3659
RVR,2,499,1,3
RJ1,1,12697,2202,3284
RJ1,2,868,0,0
RJ1,other,2943,2,0
Y03082,other,3540,0,0
RQX,1,10953,781,1755
RY9,other,4670,1,0
RYJ,1,9974,2204,3265
RYJ,2,4600,23,9
RYJ,other,11256,249,0
RJZ,1,17830,3364,4598
RJZ,2,1783,2,0
RJZ,other,5333,186,0
RAX,1,9376,1146,2075
RAX,2,1084,0,0
RJ2,1,18334,2525,4449
RJ2,other,7250,192,0
R1K,1,12321,4442,4974
R1K,other,16903,136,0
RP6,2,8829,178,13
RAT,other,5600,31,0
RAP,1,15243,2490,2439
Y02973,other,721,0,0
RAL,1,19661,2251,4302
RAL,other,3493,0,0
Y03047,other,1988,0,0
RJ7,1,13709,1562,4176
RJ7,other,1422,0,0
F84747,other,2479,0,0
RAS,1,5857,1837,2120
RAS,other,8536,158,0
Y03094,other,3094,0,0
E84068,other,3302,0,0
RRV,1,12313,1204,2095
Y02147,other,10173,0,0
Y03201,other,2438,0,0
RKE,1,8699,566,1369
NL7,other,5607,0,0
8J094,other,2666,0,0
RDD,1,12315,1042,2909
RC1,1,6625,322,2096
M85813,other,3035,0,0
RQ3,1,5296,317,918
RJF,1,5676,704,1734
RJF,other,4752,0,3
RGT,1,9954,683,3574
RGT,other,3643,0,23
RFS,1,6972,752,2018
NQ108,other,2749,4,0
RDE,1,7658,1536,2374
RDE,other,4749,0,0
Y03571,other,5944,8,0
RTG,1,11872,1759,3440
RTG,other,4641,0,47
RY8,other,5798,0,0
NNJ,other,1751,2,0
RWH,1,8795,2064,2958
RWH,other,4328,27,0
Y03007,other,2513,0,0
NQ106,other,626,1,0
RLT,1,6680,263,1223
NTPAL,other,2210,0,0
NEH06,other,2218,2,0
RR1,1,20133,3973,5844
RR1,other,3801,45,1339
RY4,other,980,1,0
RGQ,1,7599,635,2020
RGQ,other,564,0,169
RGP,1,6580,314,1294
RGP,other,42,0,0
RNQ,1,7661,1052,2590
C82038,other,415,0,0
RY5,other,13784,137,14
NJS05,other,4340,93,0
RC9,1,9186,144,2567
RC9,other,4415,0,0
C82009,other,387,0,0
NLO11,other,751,5,0
NLO09,other,615,3,0
RQ8,1,8184,1202,2327
RQ8,other,235,7,0
RD8,1,7877,1025,1444
RD8,other,5097,18,0
Y02652,other,4144,0,0
RM1,1,10299,887,2674
RM1,other,1138,1,0
RGN,1,12300,1994,3177
RGN,other,815,2,1
RNS,1,9123,1494,2755
RNS,2,1062,0,0
NMH01,other,6051,0,0
NR3,other,4590,335,0
RX1,1,15608,3437,4040
RX1,2,1557,19,0
RX1,other,223,1,0
NLO10,other,3183,72,0
C82010,other,303,0,0
NLO12,other,340,0,0
Y02428,other,2455,0,0
RXK,1,15314,3510,3190
RXK,2,1235,39,30
RXK,other,2704,0,0
RK5,1,8676,561,2361
RK5,other,4576,29,20
RXW,1,10732,2722,2339
RXW,other,1374,0,0
R1D,other,2282,4,0
Y02615,other,5596,0,0
RJC,1,5672,349,1768
RJC,other,702,0,0
RAJ,1,8733,721,2314
Y02470,other,2129,0,0
Y02961,other,3288,0,0
RNA,1,9013,1208,2514
RNA,other,6204,2,0
RQW,1,8649,1897,2017
RCX,1,5699,512,2184
RL4,1,11858,1148,2726
