org_code,type,attendances,breaches,admissions
RF4,1,20430,5247,4519
RF4,2,632,7,0
RF4,other,3227,19,0
R1H,1,28420,7426,6435
R1H,2,598,34,0
R1H,other,11699,168,0
AD913,other,4260,0,0
RYX,other,19019,217,0
RQM,1,16920,3141,3339
RQM,other,7349,73,0
RJ6,1,6618,1438,2197
RJ6,other,3472,71,0
Y02696,other,1238,0,0
NX122,other,2202,0,0
RVR,1,11643,652,3264
RVR,2,487,0,13
RJ1,1,11677,1840,3149
RJ1,2,701,0,0
RJ1,other,2903,6,0
Y03082,other,3892,0,0
RQX,1,10039,710,1639
RY9,other,4313,4,0
RYJ,1,9744,3197,3139
RYJ,2,3585,13,14
RYJ,other,11007,123,0
RJZ,1,16752,4887,4419
RJZ,2,2045,1,0
RJZ,other,4713,234,0
RAX,1,8628,1652,1782
RAX,2,879,0,0
RJ2,1,17998,4454,4657
RJ2,other,5481,164,0
R1K,1,11961,5897,4587
R1K,other,16918,199,0
RP6,2,7764,101,28
RAT,other,5180,124,0
RAP,1,14751,3543,2498
Y02973,other,838,0,0
AF003,other,417,0,0
AF002,other,560,0,0
RAL,1,18559,3690,3556
RAL,other,3151,1,0
Y03047,other,2037,0,0
RJ7,1,12656,1879,3871
RJ7,other,1352,0,0
F84747,other,2592,0,0
RAS,1,5686,2776,1856
RAS,other,8107,63,0
Y03094,other,3106,0,0
E84068,other,3732,0,0
RKE,1,8255,1414,1268
RRV,1,11130,1517,2030
Y02147,other,10009,0,0
Y03201,other,2670,0,0
NL7,other,5358,0,0
RDD,1,11165,1385,2361
RC1,1,6024,555,1908
M85813,other,3352,0,0
RQ3,1,5130,248,1072
RJF,1,5150,1157,1914
RJF,other,3995,0,3
RGT,1,8801,2361,3100
RGT,other,3008,1,25
RFS,1,6644,1393,2059
NQ108,other,2130,2,0
RDE,1,6902,1627,2597
RDE,other,4872,0,0
Y03571,other,5939,134,0
RTG,1,10806,2386,3700
RTG,other,4302,8,41
RY8,other,4521,0,0
NNJ,other,2006,15,0
RWH,1,8657,2148,3300
RWH,other,4306,0,0
NAX,other,274,0,0
NQ106,other,513,0,0
RLT,1,6258,1380,1138
NTPAL,other,2134,0,0
NEH06,other,1789,1,0
RR1,1,18898,5019,5787
RR1,other,3317,59,1393
RY4,other,764,1,0
RQQ,1,3571,884,802
RGQ,1,6788,1073,2123
RGQ,other,393,0,188
RGP,1,5882,740,1281
RGP,other,97,0,0
RNQ,1,7088,2095,2378
C82038,other,363,0,0
RY5,other,12907,127,19
NJS05,other,3504,67,0
RC9,1,8331,183,2711
RC9,other,3644,0,0
C82009,other,327,0,0
NLO11,other,561,1,0
NLO09,other,588,5,0
RQ8,1,7343,1748,2374
RQ8,other,475,33,0
RD8,1,7028,1621,1307
RD8,other,4716,1,0
Y02652,other,4164,0,0
RM1,1,8944,2311,2275
RM1,other,799,0,0
RGN,1,7547,2278,2211
RGN,other,637,0,0
RNS,1,8353,1712,2380
RNS,2,864,2,0
NMH01,other,5324,0,0
NR3,other,4901,194,0
