org_code,type,attendances,breaches,admissions
RF4,1,16309,4165,4804
RF4,2,755,2,0
RF4,other,7604,39,0
R1H,1,25934,5160,8219
R1H,2,800,3,0
R1H,other,13847,67,0
AD913,other,4572,0,0
E84069,other,1839,0,0
RYX,other,17988,134,0
RQM,1,17777,1255,4006
RQM,other,7820,52,0
RJ6,1,6434,1924,2160
RJ6,other,9983,204,0
Y02696,other,1144,0,0
RVR,1,12403,764,3221
RVR,2,427,1,12
RVR,other,1986,0,0
RJ1,1,13090,2402,3353
RJ1,2,791,0,0
RJ1,other,3279,1,0
Y03082,other,3503,236,0
RQX,1,10120,478,1650
RY9,other,4051,0,0
RYJ,1,9426,2469,3262
RYJ,2,4043,3,18
RYJ,other,9657,73,0
RJZ,1,15758,4992,4384
RJZ,other,6852,369,0
Y02973,other,776,0,0
RAX,1,9158,1183,2242
RAX,2,1080,8,0
RJ2,1,12446,2776,4291
RJ2,other,11432,221,0
R1K,1,11594,2209,5883
R1K,other,16458,305,0
RP6,2,8016,46,7
RAT,other,4923,32,0
RAP,1,7828,1895,2574
RAP,2,391,0,0
RAP,other,5993,85,0
RAL,1,19076,2983,4137
RAL,other,3457,0,0
RJ7,1,13023,1398,4024
RJ7,other,1340,1,0
RAS,1,5333,1831,2079
RAS,other,7892,44,0
Y03094,other,3410,0,0
Y03218,other,3203,0,0
E84068,other,2022,0,0
Y02692,other,3102,0,0
RRV,1,11241,1891,1773
Y02147,other,9459,218,0
RKE,1,8897,930,1385
NL7,other,5349,0,0
8J094,other,2685,0,0
RDD,1,12338,399,3247
RC1,1,6303,569,1827
RC1,other,110,0,0
M85813,other,3143,0,0
RQ3,1,4569,372,1166
RGT,1,9638,1850,3257
RGT,other,3257,6,26
RFS,1,5867,646,2117
RFS,other,1503,0,0
NQ108,other,2454,3,0
Y03571,other,5969,0,0
RY8,other,5809,1,0
NNJ,other,1851,2,0
RWH,1,8893,1662,2931
RWH,other,4209,3,0
RDE,1,15322,939,4404
RDE,other,5403,1,158
Y03007,other,2330,0,0
NQ106,other,605,0,0
RLT,1,6987,944,1315
NEH06,other,1937,0,0
RY4,other,929,13,0
RGP,1,5879,472,1403
RGP,other,682,9,0
RNQ,1,7492,1252,2523
C82038,other,168,0,0
RY5,other,10388,213,1
NJS05,other,3997,159,0
RC9,1,8812,189,2725
RC9,other,3145,0,0
C82009,other,351,0,0
NLO11,other,663,19,0
NLO09,other,516,9,0
RQ8,1,8434,1545,2204
RQ8,other,433,8,0
RD8,1,7456,1035,1744
RD8,other,4190,13,0
RM1,1,9183,2254,2731
RM1,other,2467,53,0
RGN,1,12300,1603,3466
RGN,other,749,0,0
RNS,1,8666,1206,2892
RNS,2,1095,1,0
RNS,other,1249,6,0
NMH01,other,5150,0,0
NR3,other,4275,3,0
RX1,1,12224,3390,3774
RX1,2,1679,13,0
RX1,other,2547,94,0
NLO10,other,2043,19,0
C82010,other,314,0,0
NLO12,other,295,1,0
Y02428,other,2047,0,0
RXK,1,13581,3004,3106
RXK,2,1170,9,31
RXK,other,2989,0,0
RK5,1,8568,385,2591
RK5,other,4130,44,13
RXW,1,9151,3252,2318
RXW,other,1897,18,35
R1D,other,2298,4,0
C83023,other,586,0,0
Y02615,other,5690,0,0
RJC,1,5714,326,1785
RJC,other,798,0,0
RAJ,1,7285,806,2133
RAJ,other,1399,6,229
Y02961,other,2471,0,0
RNA,1,8832,2011,2093
RNA,other,4774,0,0
RQW,1,8678,1845,2239
RCX,1,5672,1013,2038
RL4,1,11336,1493,2743
RL4,other,7506,49,0
RWD,1,11990,4086,3659
RWD,other,1593,0,0
RRK,1,29915,6599,10819
RRK,other,3491,47,1333
RKB,1,11907,1714,4249
RKB,2,1834,30,96
RKB,other,5751,11,1
RTG,1,16552,3617,5310
RTG,other,8795,2,163
RWE,1,18696,4151,4682
RWE,2,1704,29,7
RJE,1,14587,3711,5607
RJE,2,433,0,0
RJE,other,5753,7,0
RBK,1,6204,1889,1957
RBK,other,3293,0,0
ATQ02,other,3127,0,0
RWG,1,8075,2455,2877
RWG,other,4105,5,0
RGR,1,5467,248,1927
RGR,other,578,0,0
RWP,1,10313,3578,3015
RWP,other,5801,9,0
RLQ,1,4917,1245,1249
RLQ,other,358,0,0
REM,1,7388,1965,3382
REM,other,6453,42,0
RCF,1,4905,556,1343
RCF,2,611,0,0
RCF,other,180,0,0
RBS,1,4731,295,1107
RFF,1,7554,102,2140
RXL,1,6251,2232,2293
RXL,other,11464,35,0
RMC,1,8633,1223,2155
RMC,other,870,0,27
RAE,1,10215,2093,3389
RAE,other,1040,15,89
NNF09,other,2301,10,0
RY2,other,11195,66,0
RWY,1,12390,1285,2887
RLN,1,8116,1129,2893
RLN,2,2185,50,32
RLN,other,2808,8,0
RJR,1,6048,649,1828
RJR,other,582,2,0
RXP,1,10720,2017,3497
RXP,other,6944,0,0
RP5,1,11514,892,3307
RP5,other,2713,1,398
Y01069,other,3060,0,0
Y01231,other,2331,24,0
RJN,1,3924,752,898
RJN,other,188,0,0
RXR,1,9202,2639,3394
RXR,other,5770,393,39
NNF94,other,2125,0,0
RR7,1,7520,378,1696
RR7,other,2456,0,0
NNFA7,other,1186,4,0
RCD,1,4234,236,937
RCD,other,774,0,0
RWA,1,10928,1078,2825
RV9,other,721,1,0
RXN,1,6338,1741,2116
RXN,other,6279,181,390
RR8,1,16525,2897,4987
RR8,other,3657,4,0
REP,2,1032,12,91
R0A,1,20679,4363,6863
R0A,2,3407,52,163
R0A,other,9295,19,130
RW4,other,2067,0,0
RBT,1,5516,1149,2252
RBT,other,2008,10,0
RXF,1,17219,3544,3851
RXF,other,3412,48,160
Y02532,other,1510,0,0
Y03645,other,386,0,0
RNL,1,7731,564,2128
RNL,other,1770,5,0
RVW,1,3682,374,1536
RVW,other,10551,16,675
RTV,other,1651,9,0
NLO01,other,4276,54,0
RJL,1,11598,1256,2903
RTF,1,8683,817,4264
RTF,other,8677,38,25
Y02572,other,846,0,0
Y02533,other,260,0,0
RW6,1,21893,4163,6056
RW6,other,9585,161,110
RT2,other,3277,0,0
AC008,other,1116,1,0
RQ6,1,7676,2471,2298
RQ6,2,1838,29,31
RQ6,other,9514,0,0
RM3,1,8090,1161,2686
RM3,other,515,0,0
AXT02,other,3395,0,0
RCU,1,4459,154,673
RCU,other,108,0,0
RHQ,1,9170,2291,2891
RHQ,2,1103,0,0
RHQ,other,7591,0,0
NQT5F,other,1891,8,0
RTR,1,10607,461,2263
RTR,other,1984,0,12
RE9,1,5135,199,1224
RE9,other,494,0,0
RVY,1,6789,894,2582
RVY,other,3296,38,0
RBN,1,9202,1917,4284
RWJ,1,7447,2404,2508
RWJ,other,886,0,81
RMP,1,7228,890,1847
RMP,other,4952,3,0
RTD,1,9645,644,2405
RTD,2,1829,26,22
RTD,other,8053,0,4
RFR,1,8033,1232,1512
NNF76,other,3191,0,0
RTX,1,7662,1361,2017
RTX,2,123,0,0
RTX,other,2483,89,142
RWW,1,6352,1602,2303
RWW,other,2699,18,0
RY7,other,4283,17,0
RBL,1,7587,2346,2365
RBL,other,2975,2,0
AJN,other,329,0,0
RRF,1,6706,969,2275
RRF,other,639,1,0
RCB,1,10174,1629,3804
RCB,other,6899,21,0
RTK,1,8036,1784,1984
RTK,other,240,2,13
NTV0B,other,3534,3,0
NQT10,other,3197,0,0
RWX,other,2359,0,0
Y04538,other,3241,0,0
RXH,1,12924,2425,3187
RXH,2,1163,33,20
Y02676,other,1512,3,0
RXQ,1,6608,1333,3109
RXQ,2,1094,0,752
