org_code,type,attendances,breaches,admissions
RF4,1,20127,2916,4481
RF4,2,767,2,0
RF4,other,2728,3,0
R1H,1,28006,4029,6414
R1H,2,775,6,0
R1H,other,10432,89,0
AD913,other,4560,7,0
RYX,other,18876,237,0
RQM,1,16675,1169,3542
RQM,other,7682,40,0
RJ6,1,6332,1228,2122
RJ6,other,8018,121,0
Y02696,other,976,0,0
RVR,1,12424,640,3419
RVR,2,486,0,15
RJ1,1,11798,1454,3184
RJ1,2,836,0,0
RJ1,other,2688,6,0
Y03082,other,3737,0,0
RQX,1,10247,509,1680
RY9,other,4659,0,0
RYJ,1,9370,1992,3262
RYJ,2,4237,56,13
RYJ,other,10364,329,0
RJZ,1,17358,3348,4626
RJZ,2,1798,4,0
RJZ,other,5373,217,0
RAX,1,8784,970,1969
RAX,2,1097,1,0
RJ2,1,17705,1313,4371
RJ2,other,7022,155,0
R1K,1,11649,3781,4890
R1K,other,16268,156,0
RP6,2,8395,106,24
RAT,other,5683,24,0
RAP,1,14542,2598,2309
Y02973,other,749,0,0
RAL,1,18670,2865,3696
RAL,other,3320,0,0
Y03047,other,1750,0,0
RJ7,1,12986,1134,3847
RJ7,other,1408,0,0
F84747,other,2309,0,0
RAS,1,5458,1649,1893
RAS,other,8167,52,0
Y03094,other,3049,0,0
E84068,other,3137,0,0
RRV,1,11389,900,2147
Y02147,other,9991,0,0
Y03201,other,2339,0,0
RKE,1,8239,627,1387
NL7,other,4995,0,0
8J094,other,2404,0,0
RDD,1,11910,1232,2818
RC1,1,6486,266,1911
M85813,other,3328,0,0
RQ3,1,4727,164,874
RJF,1,5354,844,1679
RJF,other,4810,0,2
RGT,1,10047,737,3493
RGT,other,3847,3,23
RFS,1,6968,553,1834
NQ108,other,2906,3,0
RDE,1,7527,1335,2201
RDE,other,3983,0,0
Y03571,other,5631,7,0
RTG,1,11411,2673,3269
RTG,other,4323,0,53
RY8,other,6041,1,0
NNJ,other,1735,5,0
RWH,1,8836,1706,2878
RWH,other,4931,11,0
Y03007,other,2406,0,0
NQ106,other,703,3,0
RLT,1,6893,342,1220
NTPAL,other,2011,0,0
NEH06,other,2231,0,0
RR1,1,18958,3705,5604
RR1,other,3717,27,1153
RY4,other,1073,11,0
RGQ,1,7588,688,1964
RGQ,other,597,0,165
RGP,1,6817,345,1307
RGP,other,2,0,0
