org_code,type,attendances,breaches,admissions
RF4,1,21384,5818,5019
RF4,2,595,1,0
RF4,other,3212,54,0
R1H,1,26833,6098,7281
R1H,2,639,0,0
R1H,other,14778,27,0
AD913,other,4513,0,0
RYX,other,17477,301,0
RQM,1,17695,1569,3729
RQM,other,8827,59,0
RJ6,1,6714,1725,2182
RJ6,other,10140,65,0
Y02696,other,1404,0,0
RVR,1,12519,1411,3634
RVR,2,371,1,6
RVR,other,1616,0,0
RJ1,1,12351,1730,3299
RJ1,2,1088,0,0
RJ1,other,2674,2,0
Y03082,other,3700,0,0
RQX,1,10236,568,1657
RY9,other,4930,1,0
RYJ,1,9940,3527,3316
RYJ,2,3282,8,18
RYJ,other,10460,175,0
RJZ,1,17524,4846,4390
RJZ,2,1463,20,0
RJZ,other,5579,340,0
RAX,1,9076,1361,2188
RAX,2,880,0,0
RJ2,1,13202,3101,4353
RJ2,other,11777,386,0
R1K,1,11883,4912,5557
R1K,other,17803,357,0
RP6,2,6571,67,19
RAT,other,4789,11,0
RAP,1,15188,4165,2688
Y02973,other,770,0,0
RAL,1,19199,3662,4327
RAL,other,3227,3,0
Y03047,other,1816,0,0
RJ7,1,12796,2112,3935
RJ7,other,1287,2,0
F84747,other,2500,0,0
RAS,1,5828,2553,2056
RAS,other,7944,98,0
Y03094,other,3171,0,0
E84068,other,3490,0,0
RRV,1,11130,1491,1610
Y02147,other,9603,0,0
Y03201,other,2390,0,0
RKE,1,8583,1156,1364
NL7,other,5299,0,0
8J094,other,3010,0,0
RDD,1,12032,1978,2798
RC1,1,6269,926,2044
RC1,other,119,0,0
M85813,other,2976,0,0
RQ3,1,5088,422,1159
RJF,1,5568,1009,2052
RJF,other,3922,0,0
RGT,1,9740,2119,3231
RGT,other,3008,2,18
RFS,1,7117,513,2219
NQ108,other,2256,4,0
RDE,1,7836,1454,2616
RDE,other,4833,0,0
Y03571,other,6540,42,0
RTG,1,11184,2945,3356
RTG,other,4966,19,108
RY8,other,5346,2,0
NNJ,other,2142,12,0
RWH,1,9064,2973,3126
RWH,other,4009,2,0
Y03007,other,2544,0,0
NQ106,other,544,0,0
RLT,1,6805,1155,1109
NEH06,other,1358,0,0
RR1,1,19294,5239,6827
RR1,other,3056,58,1272
RY4,other,692,0,0
RGQ,1,7259,1129,2189
RGQ,other,920,0,178
RGP,1,5767,1038,1421
RGP,other,499,19,0
RNQ,1,7488,1989,2632
C82038,other,278,0,0
RY5,other,12420,196,5
NJS05,other,4001,148,0
RC9,1,8851,240,2817
RC9,other,3982,0,0
C82009,other,320,0,0
NLO11,other,617,6,0
NLO09,other,614,1,0
RQ8,1,7996,2170,2228
RQ8,other,425,0,0
RD8,1,7108,1367,1603
